recipe_id,recipe_title,style,style_group,year,stage_number,stage,start_temp_F,end_temp_F,duration_days,ramp_per_day_F
347,Belgian Bombshell,BELGIAN ALE,BELGIAN,2009.0,2,Secondary,66.0,66.0,14.0,
350,ZAITH Weizen,HEFEWEIZEN,WHEAT_BEER,,1,Primary,,75.0,14.0,
352,Belgian IPA,BELGIAN ALE,BELGIAN,2011.0,1,Fermentation,70.0,70.0,,
353,"I’m Not Bitter, I’m Thirsty!",ENGLISH PALE ALE,IPA,,1,primary,68.0,68.0,7.0,
353,"I’m Not Bitter, I’m Thirsty!",ENGLISH PALE ALE,IPA,,2,secondary,68.0,68.0,14.0,
355,Hoppiness is an IPA,AMERICAN IPA,IPA,,1,Fermenting and Conditioning,67.0,,,
356,Yellow Diamond Belgian Pale Ale,BELGIAN ALE,BELGIAN,,1,primary,66.0,66.0,,
357,Uncommonly Lucky,AMBER LAGER,LAGER,,1,Primary,62.0,,,
358,Hibiscus Mango Blonde,BLONDE ALE,BLONDE_PALE,2012.0,1,Primary,68.0,,21.0,
358,Hibiscus Mango Blonde,BLONDE ALE,BLONDE_PALE,2012.0,2,Secondary with mango addition,68.0,,21.0,
358,Hibiscus Mango Blonde,BLONDE ALE,BLONDE_PALE,2012.0,3,Cold crash,45.0,45.0,2.0,
359,Classic American Pilsner,PILSNER,LAGER,2012.0,1,Primary,48.0,,,
359,Classic American Pilsner,PILSNER,LAGER,2012.0,2,Ramp to ferment temp,48.0,65.0,1.0,2.0
359,Classic American Pilsner,PILSNER,LAGER,2012.0,3,Hold,65.0,65.0,2.0,
359,Classic American Pilsner,PILSNER,LAGER,2012.0,4,Crash cool,65.0,30.0,,
360,Orpheo Roja (Chimay Red Clone),BELGIAN ALE,BELGIAN,2000.0,1,Primary,68.0,68.0,,
362,Rogue Dead Guy Ale Clone,BOCK,LAGER,2003.0,1,Primary,60.0,,,
363,Weisse Not?,BERLINER WEISSE,SOUR,2012.0,1,Primary fermentation,68.0,68.0,42.0,
363,Weisse Not?,BERLINER WEISSE,SOUR,2012.0,2,Secondary,,,180.0,
364,Not-So Pilsener,PILSNER,LAGER,2005.0,1,primary,55.0,55.0,7.0,
365,Baltic Porter,BALTIC PORTER,PORTER,2006.0,1,Primary,77.0,61.0,7.0,
365,Baltic Porter,BALTIC PORTER,PORTER,2006.0,2,lager,35.0,35.0,42.0,
366,Nirvana Chanterelle Ale,SPICE & HERB BEER,OTHER,,1,Primary,,,,
367,Sticke Alt,ALTBIER,OTHER,,1,Primary,60.0,,7.0,
367,Sticke Alt,ALTBIER,OTHER,,2,Cooling,,32.0,14.0,-1.0
368,Quarter Session Bitter,ENGLISH PALE ALE,IPA,,1,Primary,,,,
369,Lampo Bianco (White Lightning),BELGIAN ALE,BELGIAN,2012.0,1,Primary,75.0,78.0,,
371,Caribbean Stout,FOREIGN / TROPICAL STOUT,STOUT,,1,Fermentation,62.0,72.0,,
372,Smoked Robust Porter,PORTER,PORTER,,1,Primary,67.0,67.0,,
373,So Very Cherry White,BELGIAN ALE,BELGIAN,2011.0,1,Primary,68.0,68.0,,
374,Pliny the Toddler,AMERICAN IPA,IPA,2011.0,1,Primary,65.0,65.0,,
375,McZainasheff’s Wee,AMBER ALE,AMBER_ALE,,1,Primary,65.0,65.0,,
378,Munich Madness,AMBER LAGER,LAGER,,1,Primary,50.0,50.0,28.0,
379,Carla’s Oat Brown Ale,BROWN ALE,BROWN_ALE,2010.0,1,Primary,70.0,70.0,7.0,
380,Dubbel Trouble,BELGIAN ALE,BELGIAN,2009.0,1,primary,68.0,68.0,7.0,
380,Dubbel Trouble,BELGIAN ALE,BELGIAN,2009.0,2,secondary,40.0,40.0,14.0,
382,Passionfruit-Mango Wildfire Wheat,AMERICAN WHEAT,WHEAT_BEER,2010.0,1,Primary,68.0,68.0,14.0,
383,Bohemian Thriller,CZECH / BOHO PILS,LAGER,2010.0,1,Primary,55.0,,7.0,
383,Bohemian Thriller,CZECH / BOHO PILS,LAGER,2010.0,2,Lagering,35.0,45.0,28.0,
384,Rocket Rod Romanak’s Positively Porter,BALTIC PORTER,PORTER,,1,Primary,66.0,66.0,7.0,
384,Rocket Rod Romanak’s Positively Porter,BALTIC PORTER,PORTER,,2,Secondary,66.0,66.0,21.0,
385,American Barleywine,BARLEYWINE,STRONG_ALE,,1,Primary,70.0,70.0,12.0,
385,American Barleywine,BARLEYWINE,STRONG_ALE,,2,Secondary,70.0,70.0,14.0,
386,Maibock,BOCK,LAGER,2002.0,1,Primary,50.0,,12.0,
387,Irish Red Ale,AMBER ALE,AMBER_ALE,,1,Primary at 65\u00baF-68\u00baF for 2 weeks,65.0,68.0,14.0,
388,Munich Helles,HELLES,OTHER,,1,Primary,55.0,55.0,7.0,
388,Munich Helles,HELLES,OTHER,,2,Secondary,55.0,55.0,7.0,
388,Munich Helles,HELLES,OTHER,,3,Tertiary,37.0,37.0,14.0,
389,Big Black’s Revenge,DARK LAGER,LAGER,,1,Primary,55.0,55.0,14.0,
389,Big Black’s Revenge,DARK LAGER,LAGER,,2,Secondary,45.0,45.0,28.0,
391,Danny’s Bock,BOCK,LAGER,2009.0,1,Primary,50.0,50.0,16.0,
391,Danny’s Bock,BOCK,LAGER,2009.0,2,Secondary,44.0,44.0,14.0,
392,Scott’s Scottish Heavy,AMBER ALE,AMBER_ALE,2009.0,1,Primary fermentation,66.0,66.0,6.0,
392,Scott’s Scottish Heavy,AMBER ALE,AMBER_ALE,2009.0,2,Diacetyl rest,70.0,70.0,1.0,
393,Ms. Helen’s Peche Passion,FRUIT BEER,OTHER,2009.0,1,Primary,66.0,66.0,180.0,
393,Ms. Helen’s Peche Passion,FRUIT BEER,OTHER,2009.0,2,Secondary,66.0,66.0,180.0,
394,Phil’s Belgian Dubbel,BELGIAN ALE,BELGIAN,2009.0,1,Primary,71.0,71.0,10.0,
394,Phil’s Belgian Dubbel,BELGIAN ALE,BELGIAN,2009.0,2,Secondary,71.0,71.0,30.0,
395,Strike Team Chanukah Altbier,ALTBIER,OTHER,2006.0,1,Primary,65.0,65.0,5.0,
395,Strike Team Chanukah Altbier,ALTBIER,OTHER,2006.0,2,Secondary,30.0,35.0,27.0,
396,Hot Chihuahua,Blonde Ale,BLONDE_PALE,2005.0,1,Primary,68.0,68.0,7.0,
396,Hot Chihuahua,Blonde Ale,BLONDE_PALE,2005.0,2,Secondary,64.0,64.0,7.0,
397,A Day in Vienna (Vienna Lager),VIENNA LAGER,LAGER,2023.0,1,primary,50.0,60.0,21.0,
398,Rainforest Dark Sweet Stout,SWEET / MILK STOUT,STOUT,,1,Primary,65.0,65.0,7.0,
399,The Induction IPA,SPECIALTY IPA,IPA,2023.0,1,Primary,66.0,68.0,10.0,
399,The Induction IPA,SPECIALTY IPA,IPA,2023.0,2,Diacetyl Rest,71.0,71.0,4.0,
399,The Induction IPA,SPECIALTY IPA,IPA,2023.0,3,Cold Crash,38.0,38.0,3.0,
401,Jabba Juice Hazy IPA,HAZY / NEW ENGLAND IPA,IPA,2024.0,1,Primary,68.0,,3.0,
401,Jabba Juice Hazy IPA,HAZY / NEW ENGLAND IPA,IPA,2024.0,2,Dry Hop,,,5.0,
402,Critter Milk Stout,STOUT,STOUT,2023.0,1,Primary,70.0,70.0,14.0,
403,SFB 21 Wild Ale,WILD ALE,OTHER,2023.0,1,Primary,72.0,,30.0,
403,SFB 21 Wild Ale,WILD ALE,OTHER,2023.0,2,Secondary,70.0,,180.0,
404,Bière Vide Lambic,SOUR ALE,SOUR,2023.0,1,Primary,62.0,72.0,,
404,Bière Vide Lambic,SOUR ALE,SOUR,2023.0,2,Aging in secondary,62.0,62.0,365.0,
405,Mark3 Australian Sparkling Ale,PALE ALE,IPA,2023.0,1,Primary,56.0,56.0,,
406,The Most Gluggable Czech Dark Lager,DARK LAGER,LAGER,2023.0,1,Primary,54.0,54.0,14.0,
407,A Mild Case Dark Mild,MILD,OTHER,2023.0,1,Primary,65.0,75.0,,
408,Cliftyfest Festbier,FESTBIER,OTHER,2023.0,1,Primary,52.0,52.0,6.0,
408,Cliftyfest Festbier,FESTBIER,OTHER,2023.0,2,Secondary / Cold Crash,60.0,,4.0,
409,Zecks Panther Dunkles Bock,BOCK,LAGER,2023.0,1,Primary,51.0,51.0,3.0,
409,Zecks Panther Dunkles Bock,BOCK,LAGER,2023.0,2,Ramp Up,51.0,65.0,2.0,1.0
409,Zecks Panther Dunkles Bock,BOCK,LAGER,2023.0,3,Diacetyl Rest,65.0,65.0,0.0,
409,Zecks Panther Dunkles Bock,BOCK,LAGER,2023.0,4,Ramp Down,65.0,40.0,2.0,-1.0
410,Maxwell Porter,ENGLISH PORTER,PORTER,2023.0,1,Primary,64.0,,14.0,
411,Pumpkin Pie Ale,PUMPKIN BEER,OTHER,2023.0,1,Primary,62.0,,7.0,
412,Baltischer Baltic Porter,BALTIC PORTER,PORTER,2023.0,1,Primary,52.0,52.0,,
412,Baltischer Baltic Porter,BALTIC PORTER,PORTER,2023.0,2,Cold Crash,28.0,28.0,28.0,
413,MI Blonde Baby (Blonde Ale),BLONDE ALE,BLONDE_PALE,2023.0,1,Primary,60.0,65.0,7.0,
413,MI Blonde Baby (Blonde Ale),BLONDE ALE,BLONDE_PALE,2023.0,2,Secondary,68.0,68.0,7.0,
414,Sable Porter (2023 version),AMERICAN PORTER,PORTER,2023.0,1,Primary,63.0,,10.0,
414,Sable Porter (2023 version),AMERICAN PORTER,PORTER,2023.0,2,Cold Crash,35.0,,3.0,
415,Goats in a Tree in a Mezcal Barrel,WOOD-AGED BEER,OTHER,2023.0,1,Primary,45.0,45.0,24.0,
416,Like Falling Off a Bike IPA,AMERICAN IPA,IPA,2023.0,1,Primary,65.0,45.0,6.0,
417,Between 18 and 50 Ryezenbock,BOCK,LAGER,2023.0,1,Primary,62.0,70.0,8.0,
418,British Mats Irish Red Ale,IRISH RED ALE,AMBER_ALE,2023.0,1,Primary,71.0,71.0,14.0,
418,British Mats Irish Red Ale,IRISH RED ALE,AMBER_ALE,2023.0,2,Cold Crash,39.0,39.0,2.0,
419,XXM (Double Extra Medium) Hazy IPA,HAZY / NEW ENGLAND IPA,IPA,2023.0,1,Primary,68.0,72.0,4.0,
419,XXM (Double Extra Medium) Hazy IPA,HAZY / NEW ENGLAND IPA,IPA,2023.0,2,Cold Crash,50.0,50.0,2.0,
420,Big Blimp! American Barleywine,BARLEYWINE,STRONG_ALE,2023.0,1,Primary,66.0,66.0,21.0,
420,Big Blimp! American Barleywine,BARLEYWINE,STRONG_ALE,2023.0,2,Dry Hop,,,4.0,
421,3 Day Berliner Weisse,SOUR ALE,SOUR,2023.0,1,Fermentation,65.0,70.0,2.0,
422,Saw Down Unda (New Zealand-style Pilsner),PILSNER,LAGER,2023.0,1,Primary,55.0,55.0,4.0,
422,Saw Down Unda (New Zealand-style Pilsner),PILSNER,LAGER,2023.0,2,Secondary/Finish,55.0,65.0,2.0,5.0
423,Your First SMaSH Ale,PALE ALE,IPA,2023.0,1,Primary,68.0,,14.0,
424,Chicken Scratch Cream Ale,PALE LAGER,LAGER,2023.0,1,Primary,66.0,66.0,7.0,
424,Chicken Scratch Cream Ale,PALE LAGER,LAGER,2023.0,2,Temperature raise,66.0,70.0,0.0,1.0
424,Chicken Scratch Cream Ale,PALE LAGER,LAGER,2023.0,3,Cold crash,70.0,66.0,4.0,
425,Nick’s Munich Lager,AMBER LAGER,LAGER,2023.0,1,Primary ferment,52.0,52.0,18.0,
425,Nick’s Munich Lager,AMBER LAGER,LAGER,2023.0,2,Conditioning,59.0,59.0,3.0,
426,One-To-One American IPA,AMERICAN IPA,IPA,2023.0,1,Primary,62.0,,14.0,
426,One-To-One American IPA,AMERICAN IPA,IPA,2023.0,2,Cold Crash,32.0,,2.0,
427,Dunkeles Meisterwerk Munich Dunkel,MUNICH DUNKEL,LAGER,2023.0,1,Primary,48.0,50.0,,
427,Dunkeles Meisterwerk Munich Dunkel,MUNICH DUNKEL,LAGER,2023.0,2,Raise to 60\u00b0F for conditioning,50.0,60.0,2.0,
427,Dunkeles Meisterwerk Munich Dunkel,MUNICH DUNKEL,LAGER,2023.0,3,Cold crash,60.0,,3.0,
427,Dunkeles Meisterwerk Munich Dunkel,MUNICH DUNKEL,LAGER,2023.0,4,Lagering,,,42.0,
428,Now That’s What I Call Hazy! Vol. 1,IPA,IPA,2023.0,1,Primary,68.0,68.0,,
428,Now That’s What I Call Hazy! Vol. 1,IPA,IPA,2023.0,2,Drop Yeast,68.0,50.0,,
428,Now That’s What I Call Hazy! Vol. 1,IPA,IPA,2023.0,3,Cold Crash,50.0,38.0,1.0,
429,LILO’s Lager (New Zealand Pilsner),PILSNER,LAGER,2023.0,1,Primary,50.0,50.0,14.0,
430,Inspired by a President (Russian Imperial Stout),IMPERIAL STOUT,STOUT,2023.0,1,Primary,65.0,65.0,,
431,Doctor Dark (International Dark Lager),DARK LAGER,LAGER,2023.0,1,Primary,52.0,57.0,,
432,Alt Ale Altbier,ALTBIER,OTHER,2022.0,1,Primary,62.0,62.0,10.0,
432,Alt Ale Altbier,ALTBIER,OTHER,2022.0,2,Secondary,62.0,62.0,7.0,
433,Kaltrauch Rauchbier,RAUCHBIER,OTHER,2022.0,1,Primary,56.0,,17.0,
433,Kaltrauch Rauchbier,RAUCHBIER,OTHER,2022.0,2,Diacetyl rest,,,2.0,
434,Tree House Brewing Company Julius,HAZY / NEW ENGLAND IPA,IPA,2019.0,1,Primary,70.0,64.0,4.0,
434,Tree House Brewing Company Julius,HAZY / NEW ENGLAND IPA,IPA,2019.0,2,Secondary,64.0,64.0,0.0,
436,Return of the Jedi Pale Ale,AMERICAN PALE ALE,IPA,2024.0,1,Primary,65.0,65.0,10.0,
436,Return of the Jedi Pale Ale,AMERICAN PALE ALE,IPA,2024.0,2,Dry Hop,,,5.0,
437,The Empire Strikes Back Dark Ale,PALE ALE,IPA,2024.0,1,Primary,65.0,65.0,10.0,
437,The Empire Strikes Back Dark Ale,PALE ALE,IPA,2024.0,2,Dry Hop,,,5.0,
438,A New Hope Pale Ale,PALE ALE,IPA,1977.0,1,Primary,65.0,65.0,10.0,
438,A New Hope Pale Ale,PALE ALE,IPA,1977.0,2,Dry Hop,,,5.0,
439,Rye Edition: Any Porter in a Storm,AMERICAN PORTER,PORTER,2021.0,1,Primary,68.0,68.0,,
440,Whiplash Slow Life Dry Irish Stout,STOUT,STOUT,2023.0,1,Primary,66.0,66.0,7.0,
441,Monk’s Ration Trappist-style Single,BELGIAN ALE,BELGIAN,2023.0,1,Primary,65.0,65.0,23.0,
442,1904 American Sparkling Ale,HISTORICAL BEER,OTHER,2023.0,1,Primary,59.0,70.0,,
443,Powerful Pils,GERMAN PILSNER,LAGER,2023.0,1,Primary,52.0,60.0,30.0,0.5
444,I Left Rome Trappist Single,BELGIAN ALE,BELGIAN,2022.0,1,Primary,65.0,75.0,12.0,0.66
444,I Left Rome Trappist Single,BELGIAN ALE,BELGIAN,2022.0,2,Conditioning,75.0,75.0,10.0,
445,Domo Arigato (Hoppy Japanese-style Rice Lager),PALE LAGER,LAGER,2022.0,1,Primary,50.0,50.0,3.0,
445,Domo Arigato (Hoppy Japanese-style Rice Lager),PALE LAGER,LAGER,2022.0,2,Cold Crash,32.0,32.0,1.0,
446,Bush Telly Modern Australian Sparkling Ale,PALE ALE,IPA,2022.0,1,Primary,66.0,67.0,3.0,
446,Bush Telly Modern Australian Sparkling Ale,PALE ALE,IPA,2022.0,2,Cold Crash,32.0,32.0,7.0,
447,Blade Runner Szechuan Pepper Beer,SPICE & HERB BEER,OTHER,2022.0,1,Primary,65.0,65.0,14.0,
448,‘It Goes to 11’ Stout,STOUT,STOUT,2022.0,1,Primary,65.0,65.0,10.0,
449,"Soet Bier, 1683",HISTORICAL BEER,OTHER,2022.0,1,Primary,65.0,,,
450,Hello Darkness Dry Oat Stout,STOUT,STOUT,2022.0,1,Fermentation,60.0,65.0,8.0,
451,She Fancies Herself a Litte Bit French,SAISON,BELGIAN,2022.0,1,Primary,72.0,,14.0,
452,Lou Pep Pep Wild Beer with Peaches,FRUIT BEER,OTHER,2022.0,1,Primary,65.0,75.0,7.0,2.0
453,Eis Eis Baby Wood-Aged Beer,WOOD-AGED BEER,OTHER,2022.0,1,Primary,50.0,50.0,10.0,
453,Eis Eis Baby Wood-Aged Beer,WOOD-AGED BEER,OTHER,2022.0,2,Diacetyl Rest,68.0,68.0,2.0,
453,Eis Eis Baby Wood-Aged Beer,WOOD-AGED BEER,OTHER,2022.0,3,Lagering,38.0,38.0,14.0,
454,Lichten My Hiney Lichtenhainer,SMOKE BEER,OTHER,2022.0,1,fermentation,85.0,85.0,4.0,
455,"Sterling, Cooper, Draper, Santa (Winter Seasonal)",Winter Warmer,OTHER,2022.0,1,Primary,,,,
456,Chipotle Lichtenhainer,SPICE & HERB BEER,OTHER,2022.0,1,Primary,68.0,68.0,7.0,
456,Chipotle Lichtenhainer,SPICE & HERB BEER,OTHER,2022.0,2,Secondary,68.0,68.0,7.0,
457,Andanzas – Sangue de Dragão Fruit Beer,FRUIT BEER,OTHER,2022.0,1,Primary,64.0,64.0,7.0,
457,Andanzas – Sangue de Dragão Fruit Beer,FRUIT BEER,OTHER,2022.0,2,Post-attenuation flavor addition,70.0,70.0,4.0,
458,Adventure Time Gose,GOSE,SOUR,2022.0,1,Primary fermentation,64.0,64.0,3.0,
458,Adventure Time Gose,GOSE,SOUR,2022.0,2,Conditioning,69.0,69.0,5.0,
459,Concrete Bicycle Belgian Golden Strong Ale,BELGIAN GOLDEN STRONG ALE,STRONG_ALE,2022.0,1,Primary,65.0,69.0,1.0,
459,Concrete Bicycle Belgian Golden Strong Ale,BELGIAN GOLDEN STRONG ALE,STRONG_ALE,2022.0,2,Fermentation,69.0,69.0,,
460,Arcane Alchemy Saison,SAISON,BELGIAN,2022.0,1,Primary,67.0,70.0,1.0,
462,Seventh Coalition English Barley Wine,BARLEYWINE,STRONG_ALE,2022.0,1,Primary,68.0,68.0,,
463,T-Bock,BOCK,LAGER,2022.0,1,Primary fermentation,50.0,60.0,10.0,
463,T-Bock,BOCK,LAGER,2022.0,2,Fermentation,60.0,60.0,17.0,
463,T-Bock,BOCK,LAGER,2022.0,3,Raise temperature,60.0,65.0,11.0,
463,T-Bock,BOCK,LAGER,2022.0,4,Lagering,38.0,38.0,28.0,
464,Contrived Spontaneity Wheatwine,WHEAT & RYE BEER,WHEAT_BEER,2022.0,1,primary,68.0,68.0,150.0,
465,Hanella Hazy IPA,HAZY / NEW ENGLAND IPA,IPA,2022.0,1,Primary,68.0,68.0,0.0,
467,NELSON! American IPA,AMERICAN IPA,IPA,2022.0,1,Primary,65.0,70.0,5.0,1.0
468,KAW Porter,AMERICAN PORTER,PORTER,2022.0,1,Primary,68.0,68.0,13.0,
469,Paul’s Irish Extra Stout,IRISH STOUT,STOUT,2022.0,1,Primary,64.0,68.0,12.0,
469,Paul’s Irish Extra Stout,IRISH STOUT,STOUT,2022.0,2,Diacetyl rest,68.0,68.0,3.0,
469,Paul’s Irish Extra Stout,IRISH STOUT,STOUT,2022.0,3,Cold crash,,,3.0,
470,West Michigan Milk Stout,SWEET / MILK STOUT,STOUT,2022.0,1,Primary,67.0,67.0,6.0,
470,West Michigan Milk Stout,SWEET / MILK STOUT,STOUT,2022.0,2,Diacetyl Rest,70.0,70.0,2.0,
470,West Michigan Milk Stout,SWEET / MILK STOUT,STOUT,2022.0,3,Cold Crash,34.0,34.0,,
471,Connection English Porter,ENGLISH PORTER,PORTER,2022.0,1,Primary,64.0,64.0,24.0,
472,Sunset DayDreamer American Amber Ale,AMERICAN AMBER ALE,AMBER_ALE,2022.0,1,Primary,65.0,65.0,7.0,
473,Little Moonfinder American Pale Ale,AMERICAN PALE ALE,IPA,2022.0,1,primary,62.0,68.0,,
474,Stand Sure Scottish Export,SCOTTISH ALE,OTHER,2022.0,1,Primary,60.0,60.0,3.0,
474,Stand Sure Scottish Export,SCOTTISH ALE,OTHER,2022.0,2,Ramp Up,60.0,72.0,5.0,2.4
475,Herbal Joe’s Best Bitter,PALE ALE,IPA,2022.0,1,Primary,67.0,72.0,5.0,
477,American Beauty Wheat Beer,WHEAT & RYE BEER,WHEAT_BEER,2022.0,1,Primary,65.0,65.0,10.0,
477,American Beauty Wheat Beer,WHEAT & RYE BEER,WHEAT_BEER,2022.0,2,Secondary,65.0,34.0,14.0,
478,Czech Josef Dark Lager,DARK LAGER,LAGER,2022.0,1,Primary,50.0,68.0,10.0,
478,Czech Josef Dark Lager,DARK LAGER,LAGER,2022.0,2,Diacetyl rest,68.0,68.0,2.0,
478,Czech Josef Dark Lager,DARK LAGER,LAGER,2022.0,3,C.pres,37.0,37.0,,
479,Belly Spots Kellerbier,AMBER LAGER,LAGER,2022.0,1,Primary,50.0,50.0,6.0,
479,Belly Spots Kellerbier,AMBER LAGER,LAGER,2022.0,2,Conditioning,34.0,34.0,7.0,
480,Keith’s German Blonde,PALE LAGER,LAGER,2022.0,1,Primary,50.0,50.0,10.0,
480,Keith’s German Blonde,PALE LAGER,LAGER,2022.0,2,Secondary,50.0,50.0,7.0,
480,Keith’s German Blonde,PALE LAGER,LAGER,2022.0,3,Diacetyl rest,70.0,70.0,5.0,
480,Keith’s German Blonde,PALE LAGER,LAGER,2022.0,4,Cold Crash,34.0,34.0,7.0,
481,Sweet As John Quincy Pilsner,PILSNER,LAGER,2022.0,1,primary,45.0,50.0,,1.0
481,Sweet As John Quincy Pilsner,PILSNER,LAGER,2022.0,2,hold at 50\u00b0F,50.0,50.0,,
481,Sweet As John Quincy Pilsner,PILSNER,LAGER,2022.0,3,temperature raise to 55\u00b0F,50.0,55.0,,
481,Sweet As John Quincy Pilsner,PILSNER,LAGER,2022.0,4,temperature raise to 60\u00b0F,55.0,60.0,,
482,Carmelo’s German Leichtbier,PALE LAGER,LAGER,2022.0,1,Primary,54.0,54.0,2.0,
482,Carmelo’s German Leichtbier,PALE LAGER,LAGER,2022.0,2,Raise temperature,54.0,58.0,0.0,2.0
482,Carmelo’s German Leichtbier,PALE LAGER,LAGER,2022.0,3,Fermentation,58.0,58.0,7.0,
482,Carmelo’s German Leichtbier,PALE LAGER,LAGER,2022.0,4,Room temp,58.0,,7.0,
482,Carmelo’s German Leichtbier,PALE LAGER,LAGER,2022.0,5,Lagertion,,,14.0,
483,Down Derry Down Colonial Pumpkin Ale,PUMPKIN BEER,OTHER,2020.0,1,Primary,,,,
484,Sleep Now in the Fire Winter Seasonal,WINTER WARMER,OTHER,2021.0,1,Primary,62.0,68.0,3.0,
484,Sleep Now in the Fire Winter Seasonal,WINTER WARMER,OTHER,2021.0,2,Diacetyl rest,68.0,70.0,3.0,
484,Sleep Now in the Fire Winter Seasonal,WINTER WARMER,OTHER,2021.0,3,Aging in rum barrel,,,180.0,
485,Gluten-Free Chico Pale Ale,PALE ALE,IPA,,1,Primary,68.0,68.0,14.0,
485,Gluten-Free Chico Pale Ale,PALE ALE,IPA,,2,Dry Hop,,,3.0,
486,I’ll Be Back Barleywine,BARLEYWINE,STRONG_ALE,2022.0,1,Primary,65.0,65.0,10.0,
487,Quinc-y Jones (American Amber with Membrillo),AMBER ALE,AMBER_ALE,2022.0,1,Primary,68.0,,14.0,
487,Quinc-y Jones (American Amber with Membrillo),AMBER ALE,AMBER_ALE,2022.0,2,Secondary (if any),,,0.0,
487,Quinc-y Jones (American Amber with Membrillo),AMBER ALE,AMBER_ALE,2022.0,3,Cold Crash,32.0,,7.0,
488,Twin Pines Piney IPA,IPA,IPA,2022.0,1,Primary,65.0,65.0,10.0,
490,Tha CommUNITY American Lager,AMERICAN LAGER,LAGER,2022.0,1,Primary,59.0,59.0,25.0,
491,Anne and Rod’s Gruit Wit,WITBIER,WHEAT_BEER,2016.0,1,Primary,,,,
492,Jen Blair’s American-style Barleywine,BARLEYWINE,STRONG_ALE,,1,Fermentation,67.0,,,
493,Home Is Where Your Zoigl Is,AMBER LAGER,LAGER,2022.0,1,Primary,48.0,48.0,14.0,
493,Home Is Where Your Zoigl Is,AMBER LAGER,LAGER,2022.0,2,Lagering,32.0,32.0,28.0,
494,Hopfeather IPA,SPECIALTY IPA,IPA,2021.0,1,Primary,68.0,68.0,,
494,Hopfeather IPA,SPECIALTY IPA,IPA,2021.0,2,Lower temperature,68.0,58.0,,
494,Hopfeather IPA,SPECIALTY IPA,IPA,2021.0,3,Dry hop,,,3.0,
494,Hopfeather IPA,SPECIALTY IPA,IPA,2021.0,4,Cold crash,30.0,30.0,2.0,
495,Maui Brewing Co. Imperial Coconut Porter,AMERICAN PORTER,PORTER,2016.0,1,Primary,65.0,65.0,,
497,Herbal Tea Pale Ale,SPICE & HERB BEER,OTHER,2016.0,1,Primary,68.0,,7.0,
498,Thyme Has Come Today IPA,IPA,IPA,,1,Primary,,,,
499,Conflux #2 White IPA Clone,SPECIALTY IPA,IPA,2012.0,1,Primary,65.0,65.0,2.0,
499,Conflux #2 White IPA Clone,SPECIALTY IPA,IPA,2012.0,2,Secondary,74.0,74.0,5.0,
501,Double Black Imperial Black IPA,IPA,IPA,2012.0,1,Primary,68.0,68.0,,
502,Fuil Croi Irish Red Ale,IRISH RED ALE,AMBER_ALE,,1,Primary,65.0,,14.0,
503,Sour Squash Ale,SPICE & HERB BEER,OTHER,,1,Primary,65.0,,,
504,Charismatic MangoFauna,FRUIT BEER,OTHER,2021.0,1,Primary,68.0,68.0,-1.0,
505,King of the Nubtars Imperial White Ale,WHEAT & RYE BEER,WHEAT_BEER,2021.0,1,Primary,67.0,67.0,3.0,
505,King of the Nubtars Imperial White Ale,WHEAT & RYE BEER,WHEAT_BEER,2021.0,2,Free Rise,67.0,72.0,1.0,5.0
505,King of the Nubtars Imperial White Ale,WHEAT & RYE BEER,WHEAT_BEER,2021.0,3,Additional Fermentation,72.0,72.0,3.0,
506,Pew! Pew! Wild Ale,WILD ALE,OTHER,2021.0,1,Primary,,,,
507,Three Witches Wood-Aged Beer,WOOD-AGED BEER,OTHER,2021.0,1,Primary,68.0,,14.0,
508,Lagerfeuer Smoke Beer,SMOKE BEER,OTHER,2021.0,1,Primary,52.0,52.0,28.0,
508,Lagerfeuer Smoke Beer,SMOKE BEER,OTHER,2021.0,2,Diacetyl rest,52.0,60.0,2.0,4.0
508,Lagerfeuer Smoke Beer,SMOKE BEER,OTHER,2021.0,3,Lagering,60.0,30.0,14.0,-1.0
509,Serrano Pale Ale,SPICE & HERB BEER,OTHER,2021.0,1,Primary,,,,
509,Serrano Pale Ale,SPICE & HERB BEER,OTHER,2021.0,2,Dry hop,,,8.0,
509,Serrano Pale Ale,SPICE & HERB BEER,OTHER,2021.0,3,Cold crash,,,15.0,
510,Blue Gueuze,GUEUZE,OTHER,2021.0,1,Primary,75.0,75.0,14.0,
511,Kraken Belgian Dark Strong Ale,BELGIAN DARK STRONG ALE,STRONG_ALE,2021.0,1,Primary,67.0,73.0,,
512,Listen to the Lion Witbier,WITBIER,WHEAT_BEER,2021.0,1,Primary,65.0,,,
512,Listen to the Lion Witbier,WITBIER,WHEAT_BEER,2021.0,2,Hold,65.0,,2.0,
512,Listen to the Lion Witbier,WITBIER,WHEAT_BEER,2021.0,3,Free Rise,,,,
513,Mark’s Saison,SAISON,BELGIAN,2021.0,1,Primary,78.0,94.0,5.0,3.0
513,Mark’s Saison,SAISON,BELGIAN,2021.0,2,Fermentation hold,94.0,94.0,3.0,
514,Mandy & Wesley’s Imperial Stout,IMPERIAL STOUT,STOUT,2021.0,1,Primary,66.0,72.0,,
515,Granny’s Tipple English Barleywine,BARLEYWINE,STRONG_ALE,2021.0,1,Primary,66.0,68.0,3.0,0.67
