recipe_id,recipe_title,style,year,yeast_name,yeast_canonical,brand,product_code,primary_temp_F,secondary_temp_F,total_fermentation_days
387,Irish Red Ale,AMBER ALE,,Irish Ale or WLP004 Irish Ale,Irish Ale or WLP004 Irish Ale,White Labs/Wyeast,WLP004/WYEAST 1084,65.0,,14
388,Munich Helles,HELLES,,Bavarian lager yeast,Bavarian lager yeast,Wyeast,2206,55.0,55.0,28
389,Big Black’s Revenge,DARK LAGER,,No. 2206 Bavarian lager yeast,No. 2206 Bavarian lager yeast,Wyeast,,55.0,45.0,42
390,Hailbrau Dopplebock,BOCK,,"WLP 820 or 830; or Wyeast 2112, 2178 or 2308","WLP 820 or 830; or Wyeast 2112, 2178 or 2308",,,,,0
391,Danny’s Bock,BOCK,2009.0,Wyeast No. 2206 Bavarian lager yeast,Wyeast No. 2206 Bavarian lager yeast,Wyeast,2206,50.0,44.0,30
392,Scott’s Scottish Heavy,AMBER ALE,2009.0,California ale yeast,California ale yeast,White Labs,WLP 001,66.0,,7
393,Ms. Helen’s Peche Passion,FRUIT BEER,2009.0,Wyeast No. 3278 Belgian Lambic Blend,Wyeast No. 3278 Belgian Lambic Blend,Wyeast,3278,66.0,66.0,360
394,Phil’s Belgian Dubbel,BELGIAN ALE,2009.0,Wyeast No. 1214 Belgian ale yeast,Wyeast No. 1214 Belgian ale yeast,Wyeast,,71.0,71.0,40
395,Strike Team Chanukah Altbier,ALTBIER,2006.0,Wyeast No. 1007 German ale yeast starter,Wyeast No. 1007 German ale yeast starter,,,65.0,30.0,32
396,Hot Chihuahua,Blonde Ale,2005.0,Doric ale yeast,Doric ale yeast,,,68.0,64.0,14
397,A Day in Vienna (Vienna Lager),VIENNA LAGER,2023.0,WLP830 German Lager Yeast,WLP830 German Lager Yeast,White Labs,WLP830,50.0,,21
398,Rainforest Dark Sweet Stout,SWEET / MILK STOUT,,London English Ale,London English Ale,,,65.0,,7
399,The Induction IPA,SPECIALTY IPA,2023.0,WLP001 California Ale,WLP001 California Ale,White Labs,,66.0,,17
400,Degobah Dunkel,DARK LAGER,2024.0,LalBrew NovaLager\u2122,LalBrew NovaLager\u2122,Lallemand,,,,0
401,Jabba Juice Hazy IPA,HAZY / NEW ENGLAND IPA,2024.0,Verdant IPA\u2122 yeast,Verdant IPA\u2122 yeast,LalBrew Verdant,,68.0,,8
402,Critter Milk Stout,STOUT,2023.0,SafAle US-05,SafAle US-05,Fermentis,,70.0,,14
403,SFB 21 Wild Ale,WILD ALE,2023.0,Roeselare Ale Blend,Roeselare Ale Blend,Wyeast,3763,72.0,70.0,210
404,Bière Vide Lambic,SOUR ALE,2023.0,Wyeast 3763 Roeselare Ale Blend,Wyeast 3763 Roeselare Ale Blend,Wyeast,3763,62.0,62.0,365
405,Mark3 Australian Sparkling Ale,PALE ALE,2023.0,WLP009 Australian Ale,WLP009 Australian Ale,White Labs,,56.0,,0
406,The Most Gluggable Czech Dark Lager,DARK LAGER,2023.0,SafLager Western European Lager (S-23),SafLager Western European Lager (S-23),,,54.0,,14
407,A Mild Case Dark Mild,MILD,2023.0,White Labs English Ale Yeast,White Labs English Ale Yeast,White Labs,WLP 002,65.0,,0
408,Cliftyfest Festbier,FESTBIER,2023.0,German Bock Lager yeast,German Bock Lager yeast,,WLP833,52.0,60.0,10
409,Zecks Panther Dunkles Bock,BOCK,2023.0,Omega OYL-111 German Bock,Omega OYL-111 German Bock,,,51.0,,7
410,Maxwell Porter,ENGLISH PORTER,2023.0,Omega British Ale I OYL-006,Omega British Ale I OYL-006,,,64.0,,14
411,Pumpkin Pie Ale,PUMPKIN BEER,2023.0,Wyeast 1968 London ESB,Wyeast 1968 London ESB,Wyeast,,62.0,,7
412,Baltischer Baltic Porter,BALTIC PORTER,2023.0,Fermentis SafLager W-34/70,Fermentis SafLager W-34/70,,,52.0,,28
413,MI Blonde Baby (Blonde Ale),BLONDE ALE,2023.0,California Ale,Chico/US-05 (American Ale),White Labs,WLP001,60.0,68.0,14
414,Sable Porter (2023 version),AMERICAN PORTER,2023.0,Fermentis SafAle US-05,Fermentis SafAle US-05,Fermentis,,63.0,,13
415,Goats in a Tree in a Mezcal Barrel,WOOD-AGED BEER,2023.0,Imperial L133 (Global),Imperial L133 (Global),,,45.0,,24
416,Like Falling Off a Bike IPA,AMERICAN IPA,2023.0,Imperial Flagship A07,Imperial Flagship A07,,,65.0,,6
417,Between 18 and 50 Ryezenbock,BOCK,2023.0,Omega OYL-022 Hefeweizen Ale II,Omega OYL-022 Hefeweizen Ale II,,,62.0,,8
418,British Mats Irish Red Ale,IRISH RED ALE,2023.0,Irish Ale,Irish Ale,Wyeast,1084,71.0,,16
419,XXM (Double Extra Medium) Hazy IPA,HAZY / NEW ENGLAND IPA,2023.0,Bootleg Biology BBUSA2 Classic New England,Bootleg Biology BBUSA2 Classic New England,,,68.0,,6
420,Big Blimp! American Barleywine,BARLEYWINE,2023.0,Chico,Chico,,Not specified,66.0,,25
421,3 Day Berliner Weisse,SOUR ALE,2023.0,White Labs Dry English Ale Yeast (WLP007),White Labs Dry English Ale Yeast (WLP007),White Labs,WLP007,,,2
422,Saw Down Unda (New Zealand-style Pilsner),PILSNER,2023.0,Imperial Yeast Pilgrimage (L26),Imperial Yeast Pilgrimage (L26),,,55.0,55.0,6
423,Your First SMaSH Ale,PALE ALE,2023.0,,,,,68.0,,14
424,Chicken Scratch Cream Ale,PALE LAGER,2023.0,White Labs WLP080 Cream Ale Blend,White Labs WLP080 Cream Ale Blend,White Labs,,66.0,,11
425,Nick’s Munich Lager,AMBER LAGER,2023.0,Saflager W-34/70,Saflager W-34/70,Fermentis,,52.0,,21
426,One-To-One American IPA,AMERICAN IPA,2023.0,Novalager dry yeast,Novalager dry yeast,Lallemand,,62.0,,16
427,Dunkeles Meisterwerk Munich Dunkel,MUNICH DUNKEL,2023.0,Wyeast 2308 Munich Lager,Wyeast 2308 Munich Lager,Wyeast,,48.0,,47
428,Now That’s What I Call Hazy! Vol. 1,IPA,2023.0,Wyeast London Ale III,Wyeast London Ale III,Wyeast,WLP002,68.0,,1
429,LILO’s Lager (New Zealand Pilsner),PILSNER,2023.0,Omega Lunar Crush,Omega Lunar Crush,,,50.0,,14
430,Inspired by a President (Russian Imperial Stout),IMPERIAL STOUT,2023.0,Fermentis SafAle S-04,Fermentis SafAle S-04,Fermentis,,65.0,,0
431,Doctor Dark (International Dark Lager),DARK LAGER,2023.0,L28 \u2013 Urkel,L28 \u2013 Urkel,Imperial Yeast,,52.0,,0
432,Alt Ale Altbier,ALTBIER,2022.0,Wyeast 1007 German Ale,Wyeast 1007 German Ale,Wyeast,,62.0,62.0,17
433,Kaltrauch Rauchbier,RAUCHBIER,2022.0,Fermentis SafLager S-23,Fermentis SafLager S-23,,,56.0,,19
434,Tree House Brewing Company Julius,HAZY / NEW ENGLAND IPA,2019.0,SafAle S-04,SafAle S-04,Fermentis,SafAle S-04,70.0,64.0,4
435,Len’s American Light Lager,PALE LAGER,2022.0,Imperial L17 Harvest,Imperial L17 Harvest,,,,,0
436,Return of the Jedi Pale Ale,AMERICAN PALE ALE,2024.0,California Ale Yeast,California Ale Yeast,,,65.0,,15
437,The Empire Strikes Back Dark Ale,PALE ALE,2024.0,California Ale Yeast,California Ale Yeast,,,65.0,,15
438,A New Hope Pale Ale,PALE ALE,1977.0,Kveik Yeast (ex: OYL-061) or California Ale Yeast,Kveik Yeast (ex: OYL-061) or California Ale Yeast,,,65.0,,15
439,Rye Edition: Any Porter in a Storm,AMERICAN PORTER,2021.0,WLP002 English Ale Yeast,WLP002 English Ale Yeast,White Labs,WLP002,68.0,,0
440,Whiplash Slow Life Dry Irish Stout,STOUT,2023.0,WLP007 Dry English Ale Yeast,WLP007 Dry English Ale Yeast,White Labs,WLP007,66.0,,7
441,Monk’s Ration Trappist-style Single,BELGIAN ALE,2023.0,Abbaye,Abbaye,Lallemand,,65.0,,23
442,1904 American Sparkling Ale,HISTORICAL BEER,2023.0,WLP023 Burton Ale Yeast,WLP023 Burton Ale Yeast,White Labs,WLP023,59.0,,0
443,Powerful Pils,GERMAN PILSNER,2023.0,Lallemand Diamond,Lallemand Diamond,,,52.0,,30
444,I Left Rome Trappist Single,BELGIAN ALE,2022.0,Bootleg Biology OB Belgian Ale,Bootleg Biology OB Belgian Ale,,,65.0,,22
445,Domo Arigato (Hoppy Japanese-style Rice Lager),PALE LAGER,2022.0,Various,Various,,,50.0,,4
446,Bush Telly Modern Australian Sparkling Ale,PALE ALE,2022.0,WLP009 Australian Ale,WLP009 Australian Ale,White Labs,,66.0,,10
447,Blade Runner Szechuan Pepper Beer,SPICE & HERB BEER,2022.0,Bohemian lager yeast,Bohemian lager yeast,,,65.0,,14
448,‘It Goes to 11’ Stout,STOUT,2022.0,English Ale,English Ale,WLP,WLP002,65.0,,10
449,"Soet Bier, 1683",HISTORICAL BEER,2022.0,European top-fermenting beer yeast,European top-fermenting beer yeast,,,65.0,,0
450,Hello Darkness Dry Oat Stout,STOUT,2022.0,Lallemand Nottingham ale yeast,Lallemand Nottingham ale yeast,,,,,8
451,She Fancies Herself a Litte Bit French,SAISON,2022.0,White Labs WLP568 Belgian Style Saison Blend,White Labs WLP568 Belgian Style Saison Blend,White Labs,,72.0,,14
452,Lou Pep Pep Wild Beer with Peaches,FRUIT BEER,2022.0,"Imperial Rustic, Wyeast 3724 Belgian Saison","Imperial Rustic, Wyeast 3724 Belgian Saison",,,65.0,,7
453,Eis Eis Baby Wood-Aged Beer,WOOD-AGED BEER,2022.0,Bohemian Lager,Bohemian Lager,,,50.0,,26
454,Lichten My Hiney Lichtenhainer,SMOKE BEER,2022.0,Wyeast 1056 American Ale,Chico/US-05 (American Ale),Wyeast,1056,,,4
455,"Sterling, Cooper, Draper, Santa (Winter Seasonal)",Winter Warmer,2022.0,Cellar Science Cali,Cellar Science Cali,,,,,0
456,Chipotle Lichtenhainer,SPICE & HERB BEER,2022.0,WLP029 German Ale/Kolsch,WLP029 German Ale/Kolsch,White Labs,,68.0,68.0,14
457,Andanzas – Sangue de Dragão Fruit Beer,FRUIT BEER,2022.0,Levteck \u2013 TeckBrew 10,Levteck \u2013 TeckBrew 10,,,64.0,,11
458,Adventure Time Gose,GOSE,2022.0,Verdant IPA yeast,Verdant IPA yeast,,,64.0,,8
459,Concrete Bicycle Belgian Golden Strong Ale,BELGIAN GOLDEN STRONG ALE,2022.0,White Labs WLP545 Belgian Strong Ale,White Labs WLP545 Belgian Strong Ale,White Labs,,65.0,,1
460,Arcane Alchemy Saison,SAISON,2022.0,Imperial Yeast B56 Rustic,Imperial Yeast B56 Rustic,,,67.0,,1
461,Polk County Stout,Imperial Stout,2022.0,Wyeast 1056 American Ale,Chico/US-05 (American Ale),Wyeast,1056,,,0
462,Seventh Coalition English Barley Wine,BARLEYWINE,2022.0,Wyeast 1318 London Ale III,Wyeast 1318 London Ale III,Wyeast,1318,68.0,,0
463,T-Bock,BOCK,2022.0,WLP833 German Bock Lager,WLP833 German Bock Lager,White Labs,,50.0,,66
464,Contrived Spontaneity Wheatwine,WHEAT & RYE BEER,2022.0,Safale US-05,Safale US-05,Fermentis,,68.0,,150
465,Hanella Hazy IPA,HAZY / NEW ENGLAND IPA,2022.0,Imperial Yeast A38 Juice,Imperial Yeast A38 Juice,,,68.0,,0
466,Go Bigger IPA,SPECIALTY IPA,2022.0,Wyeast 1056 American Ale,Chico/US-05 (American Ale),Wyeast,1056,,,0
467,NELSON! American IPA,AMERICAN IPA,2022.0,California Ale,Chico/US-05 (American Ale),White Labs,WLP001,65.0,,5
468,KAW Porter,AMERICAN PORTER,2022.0,Yeast propagated from Stone Brewing Enjoy By in 2017,Yeast propagated from Stone Brewing Enjoy By in 2017,,,68.0,,13
469,Paul’s Irish Extra Stout,IRISH STOUT,2022.0,Safale S-04,Safale S-04,Fermentis,,64.0,,18
470,West Michigan Milk Stout,SWEET / MILK STOUT,2022.0,White Labs WLP002 English Ale,White Labs WLP002 English Ale,White Labs,,67.0,,8
471,Connection English Porter,ENGLISH PORTER,2022.0,WLP013 London Ale,WLP013 London Ale,White Labs,,64.0,,24
472,Sunset DayDreamer American Amber Ale,AMERICAN AMBER ALE,2022.0,Wyeast 1056 Chico Ale Yeast,Chico/US-05 (American Ale),Wyeast,1056,65.0,,7
473,Little Moonfinder American Pale Ale,AMERICAN PALE ALE,2022.0,WLP090 San Diego Super Yeast,WLP090 San Diego Super Yeast,,,62.0,,0
474,Stand Sure Scottish Export,SCOTTISH ALE,2022.0,Wyeast 1728 Scottish Ale,Wyeast 1728 Scottish Ale,Wyeast,,60.0,,8
475,Herbal Joe’s Best Bitter,PALE ALE,2022.0,White Labs WLP 002 English Ale,White Labs WLP 002 English Ale,White Labs,WLP002,67.0,,5
476,Oak City Weissbier,WHEAT & RYE BEER,2022.0,Omega OYL-021,Omega OYL-021,,,,,0
477,American Beauty Wheat Beer,WHEAT & RYE BEER,2022.0,Wyeast 1056 American Ale,Wyeast 1056 American Ale,Wyeast,,65.0,65.0,24
478,Czech Josef Dark Lager,DARK LAGER,2022.0,WLP802 Czech Budejovice,WLP802 Czech Budejovice,White Labs,,50.0,,12
479,Belly Spots Kellerbier,AMBER LAGER,2022.0,RVA/TMB-308 Franconia,RVA/TMB-308 Franconia,,,50.0,,13
480,Keith’s German Blonde,PALE LAGER,2022.0,Wyeast 2308 Munich Lager,Wyeast 2308 Munich Lager,Wyeast,2308,50.0,50.0,29
481,Sweet As John Quincy Pilsner,PILSNER,2022.0,Imperial 13 Global,Imperial 13 Global,,,45.0,,0
482,Carmelo’s German Leichtbier,PALE LAGER,2022.0,Saflager W-34/70,Saflager W-34/70,,,54.0,,30
483,Down Derry Down Colonial Pumpkin Ale,PUMPKIN BEER,2020.0,Saison yeast or White Labs WLP011 European Ale,Saison yeast or White Labs WLP011 European Ale,White Labs or other,,,,0
484,Sleep Now in the Fire Winter Seasonal,WINTER WARMER,2021.0,Inland Island INIS-001 Northern California Ale Yeast,Inland Island INIS-001 Northern California Ale Yeast,,,62.0,,186
485,Gluten-Free Chico Pale Ale,PALE ALE,,Fermentis SafAle S-04,Fermentis SafAle S-04,,,68.0,,17
486,I’ll Be Back Barleywine,BARLEYWINE,2022.0,White Labs WLP002 English Ale,White Labs WLP002 English Ale,White Labs,WLP002,65.0,,10
487,Quinc-y Jones (American Amber with Membrillo),AMBER ALE,2022.0,Chico ale yeast,Chico ale yeast,,,68.0,,21
488,Twin Pines Piney IPA,IPA,2022.0,White Labs WLP001 California Ale,Chico/US-05 (American Ale),White Labs,WLP001,65.0,,10
489,Zamba Pale Ale,AMERICAN PALE ALE,,WLP002 English Ale,WLP002 English Ale,White Labs,,,,0
490,Tha CommUNITY American Lager,AMERICAN LAGER,2022.0,LalBrew Diamond\u2122 \u2013 Lager yeast or Yeast Pilsner lager yeast,LalBrew Diamond\u2122 \u2013 Lager yeast or Yeast Pilsner lager yeast,Lallemand,WLP 800,59.0,,25
491,Anne and Rod’s Gruit Wit,WITBIER,2016.0,Wyeast 3944 Belgian Wit,Wyeast 3944 Belgian Wit,Wyeast,3944,,,0
493,Home Is Where Your Zoigl Is,AMBER LAGER,2022.0,White Labs WLP835 German X Lager Yeast,White Labs WLP835 German X Lager Yeast,White Labs,WLP835,48.0,,42
494,Hopfeather IPA,SPECIALTY IPA,2021.0,Omega OYL-501 Gulo Ale,Omega OYL-501 Gulo Ale,,,68.0,,5
495,Maui Brewing Co. Imperial Coconut Porter,AMERICAN PORTER,2016.0,Chico ale yeast,Chico ale yeast,,,65.0,,0
496,Simplicity Quad,BELGIAN DARK STRONG ALE,2015.0,WLP500 Trappist Ale,WLP500 Trappist Ale,White Labs,,,,0
497,Herbal Tea Pale Ale,SPICE & HERB BEER,2016.0,American ale yeast,American ale yeast,,,68.0,,7
498,Thyme Has Come Today IPA,IPA,,1056,1056,Wyeast,,,,0
499,Conflux #2 White IPA Clone,SPECIALTY IPA,2012.0,Forbidden Fruit ale yeast,Forbidden Fruit ale yeast,Wyeast,3463,65.0,74.0,7
500,Korova Cream Stout,SWEET / MILK STOUT,2007.0,Mountain Sun ale yeast or American/California ale yeast,Mountain Sun ale yeast or American/California ale yeast,,,,,0
501,Double Black Imperial Black IPA,IPA,2012.0,White Labs 001 California Yeast,White Labs 001 California Yeast,White Labs,,68.0,,0
502,Fuil Croi Irish Red Ale,IRISH RED ALE,,Irish ale yeast,Irish ale yeast,,,65.0,,14
503,Sour Squash Ale,SPICE & HERB BEER,,1056 American Ale,Chico/US-05 (American Ale),Wyeast,1056,65.0,,0
504,Charismatic MangoFauna,FRUIT BEER,2021.0,Cream Ale Blend,Cream Ale Blend,White Labs,WLP080,68.0,,-1
505,King of the Nubtars Imperial White Ale,WHEAT & RYE BEER,2021.0,Lallemand Abbaye Belgian Ale Yeast,Lallemand Abbaye Belgian Ale Yeast,,,67.0,,7
506,Pew! Pew! Wild Ale,WILD ALE,2021.0,/Appropriated cultures from more than 10 commercial wild beers/,/Appropriated cultures from more than 10 commercial wild beers/,,,,,0
507,Three Witches Wood-Aged Beer,WOOD-AGED BEER,2021.0,Imperial Yeast A31 Tartan,Imperial Yeast A31 Tartan,,,68.0,,14
508,Lagerfeuer Smoke Beer,SMOKE BEER,2021.0,WLP833 German Bock Lager,WLP833 German Bock Lager,White Labs,,52.0,,44
509,Serrano Pale Ale,SPICE & HERB BEER,2021.0,Fermentis SafAle US-05,Fermentis SafAle US-05,Fermentis,,,,23
510,Blue Gueuze,GUEUZE,2021.0,Fermentis SafAle T-58,Fermentis SafAle T-58,,,75.0,,14
511,Kraken Belgian Dark Strong Ale,BELGIAN DARK STRONG ALE,2021.0,Imperial Yeast B63 Monastic,Imperial Yeast B63 Monastic,Imperial Yeast,,67.0,,0
512,Listen to the Lion Witbier,WITBIER,2021.0,WLP410 Belgian Wit II,WLP410 Belgian Wit II,,,65.0,,2
513,Mark’s Saison,SAISON,2021.0,Wyeast 3724 Belgian Saison,Wyeast 3724 Belgian Saison,Wyeast,3724,78.0,,8
514,Mandy & Wesley’s Imperial Stout,IMPERIAL STOUT,2021.0,WLP007 Dry English Ale,WLP007 Dry English Ale,White Labs,,66.0,,0
515,Granny’s Tipple English Barleywine,BARLEYWINE,2021.0,WLP007 Dry English Ale,WLP007 Dry English Ale,White Labs,,66.0,,10
516,Googly Eis Eisbock,EISBOCK,2021.0,White Labs WLP833 German Bock Lager,White Labs WLP833 German Bock Lager,,,50.0,,11
517,Big O! New England IPA,HAZY / NEW ENGLAND IPA,2021.0,Wyeast 1318 London Ale III,Wyeast 1318 London Ale III,Wyeast,,68.0,,0
518,Forgiveness Machine White IPA,SPECIALTY IPA,2021.0,Wyeast 3944 Belgian Witbier,Wyeast 3944 Belgian Witbier,Wyeast,,68.0,,3
519,Old Mission IPA,AMERICAN IPA,2021.0,Imperial Yeast A07 Flagship,Imperial Yeast A07 Flagship,Imperial Yeast,,70.0,,14
520,Sable Porter,AMERICAN PORTER,2021.0,SafAle US-05,SafAle US-05,Fermentis,,63.0,,13
521,Deep Focus Irish Stout,IRISH STOUT,2021.0,White Labs WLP004 Irish Ale Yeast,White Labs WLP004 Irish Ale Yeast,White Labs,WLP004,64.0,66.0,14
522,Herbal Joe’s Tropical Stout,FOREIGN / TROPICAL STOUT,2021.0,London ESB Ale / American Ale,London ESB Ale / American Ale,,,66.0,,0
523,Chocolate Macadamia Nut Porter,ENGLISH PORTER,2021.0,Wyeast 1028 London Ale,Wyeast 1028 London Ale,Wyeast,1028,62.0,,16
524,Tall Tines Brown Ale,AMERICAN BROWN ALE,2021.0,Wyeast 1450 Denny\u2019s Favorite,Wyeast 1450 Denny\u2019s Favorite,Wyeast,1450,66.0,72.0,5
525,You and the Hops You Rode In On Pale Ale,AMERICAN PALE ALE,2021.0,White Labs WLP001 California Ale Yeast,White Labs WLP001 California Ale Yeast,White Labs,,64.0,,16
526,Beam Me Up Scotty Scottish Export,SCOTTISH ALE,2021.0,White Labs WLP005 British Ale,White Labs WLP005 British Ale,White Labs,,68.0,,10
527,Herbal Joe’s Best Bitter,ENGLISH BITTER,2021.0,Wyeast 1968 London ESB Ale,Wyeast 1968 London ESB Ale,Wyeast,1968,,,5
528,Jeff The Hefe Weissbier,HEFEWEIZEN,2021.0,White Labs WLP300 Hefeweizen Ale Yeast,White Labs WLP300 Hefeweizen Ale Yeast,White Labs,WLP300,75.0,,14
529,Willow Run Wheat Beer,AMERICAN WHEAT,2021.0,WLP830 German Lager,WLP830 German Lager,White Labs,,50.0,,2
530,Temny Czech Dark Lager,DARK LAGER,2021.0,Imperial Yeast L28 Urkel,Imperial Yeast L28 Urkel,,,51.0,,16
531,Helles This,,2021.0,Wyeast 2308 Munich Lager,Wyeast 2308 Munich Lager,Wyeast,,55.0,,10
532,Tougher than the Sun Pale Lager,CZECH / BOHO PILS,2021.0,Wyeast 2124 Bohemian Lager,Wyeast 2124 Bohemian Lager,Wyeast,,48.0,,46
533,Rombergpark German Helles Exportbier,HELLES,2021.0,Imperial Yeast L17 Harvest,Imperial Yeast L17 Harvest,,,52.0,,13
534,PTQ Barbecue Rauchbier,RAUCHBIER,2021.0,SafAle S-04,SafAle S-04,Fermentis,,,,0
535,Dry Dock Docktoberfest,MARZEN,,Imperial Harvest L17,Imperial Harvest L17,Imperial,,52.0,,14
536,Dobrý Den Czech Amber Lager,AMBER LAGER,2021.0,Omega Yeast OYL-101 Pilsner 1,Omega Yeast OYL-101 Pilsner 1,,,50.0,60.0,21
537,Tarty Passions Berliner Weisse,FRUIT BEER,2019.0,German Ale Wyeast 1007,German Ale Wyeast 1007,Wyeast,,65.0,65.0,14
538,Brookline Barleywine,UK/US STRONG ALE,2019.0,Wyeast 1056 American Ale Yeast,Chico/US-05 (American Ale),Wyeast,1056,,,0
540,Oceania & Homegrown IPA (Split Batch),AMERICAN IPA,2021.0,White Labs WLP051 California V Ale Yeast,White Labs WLP051 California V Ale Yeast,White Labs,,68.0,,0
541,"Double Diest, 1851",HISTORICAL BEER,2021.0,"unknown (top-fermenting, low attenuation)","unknown (top-fermenting, low attenuation)",,,,,0
542,SMaSH Sensory Blonde Ale,BLONDE ALE,2021.0,SafAle US-05,Chico/US-05 (American Ale),Fermentis,US-05,,,0
543,CicadAle (Ale with Cicadas),SPICE & HERB BEER,2004.0,English ale yeast,English ale yeast,,,65.0,65.0,63
544,THC-Infused Tripel Royal Stag,BELGIAN ALE,2020.0,Imperial Yeast B48 Triple Double,Imperial Yeast B48 Triple Double,,,67.0,75.0,21
545,Ube-Licious Lager,SPICE & HERB BEER,2019.0,Fermentis SafLager S-23,Fermentis SafLager S-23,,,68.0,,14
546,Mow The Damn Lawn,PALE LAGER,2013.0,White Labs American lager,White Labs American lager,White Labs,,48.0,32.0,51
547,A Kveiking We Will Go IPA,AMERICAN IPA,2021.0,Imperial A44 Kveiking,Imperial A44 Kveiking,,,86.0,,11
548,Spelt Saison #2,BELGIAN ALE,2021.0,Wyeast 3711,Wyeast 3711,Wyeast,,68.0,,14
549,Smokeska Porter,BALTIC PORTER,2021.0,Saflager W-34/70,Saflager W-34/70,Fermentis,,,,0
550,Stone Ship Braggot,BRAGGOT,2019.0,West Coast Ale,West Coast Ale,Omega Yeast Labs,OYL-004,64.0,,14
551,"Leuven White Beer, 1851",WITBIER,2020.0,Witbier yeast,Witbier yeast,,,,,0
552,Gordon Strong’s American Porter,AMERICAN PORTER,,California ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,64.0,,0
553,Mangose,Sour Ale,2020.0,SafAle US-05,SafAle US-05,Fermentis,,110.0,,9
554,Olavi Viheroja’s Sahti,HISTORICAL BEER,,Suomen Hiiva yeast,Suomen Hiiva yeast,,,,,3
555,THC-Infused Caramel Amber Ale,SPICE & HERB BEER,2020.0,Imperial Yeast A07 Flagship or White Labs WLP001 California Ale,Imperial Yeast A07 Flagship or White Labs WLP001 California Ale,,,,,0
556,Black is Beautiful Homebrew Recipe,STOUT,,California Ale Yeast,Chico/US-05 (American Ale),White Labs,WLP001,,,0
557,Liquid Breakfast Maple Stout,CHOCOLATE BEER,2019.0,Dry English Ale Yeast,Dry English Ale Yeast,White Labs,WLP007,,,0
558,The Tropical Session White IPA,IPA,2016.0,San Diego ale yeast,San Diego ale yeast,White Labs,WLP090,,,0
559,Let It Go Helles,HELLES,2015.0,WLP1983 Charlie's Fist Bump yeast,WLP1983 Charlie's Fist Bump yeast,White Labs,WLP1983,55.0,,28
560,Black Old Sun IPA,IPA,,American Ale,Chico/US-05 (American Ale),Wyeast,1056,,,5
561,Royal” Historical London Brown Ale,BROWN ALE,2017.0,Wyeast 1318 London III ale yeast,Wyeast 1318 London III ale yeast,Wyeast,1318,69.0,68.0,13
562,The Singer’s Belgian-style Lambic,BELGIAN ALE,2014.0,Wyeast 3763 Roeselare Ale Blend,Wyeast 3763 Roeselare Ale Blend,Wyeast,3763,65.0,,0
563,Anderfest Festbier,AMBER LAGER,2019.0,Saflager Lager,Saflager Lager,DCL/Fermentis,,54.0,,26
564,Goedt Bier ca. 1679-1689,BELGIAN ALE,,Top-fermenting yeast,Top-fermenting yeast,,,,,0
565,Mead Mamas BDS,BELGIAN ALE,2020.0,Imperial Yeast B63 Monastic,Imperial Yeast B63 Monastic,,,63.0,60.0,38
566,Dunkelweizendoppelbock,BOCK,2016.0,Fermentis WB-06 or Safbrew Abbaye,Fermentis WB-06 or Safbrew Abbaye,,,,,28
567,Bourbon Barrel Aged Full Eclipse II,IMPERIAL STOUT,2017.0,Wyeast 1028 London Ale Yeast,Wyeast 1028 London Ale Yeast,Wyeast,1028,65.0,,0
568,Mango Maya Milkshake IPA,HAZY / NEW ENGLAND IPA,2018.0,VRA 132 Manchester (or London Ale III),VRA 132 Manchester (or London Ale III),,,68.0,68.0,22
569,Brewin’ in Maillard Helles,HELLES,2019.0,Imperial Organic Yeast L17 Harvest,Imperial Organic Yeast L17 Harvest,Imperial,,50.0,52.0,0
570,American Vienna Lager,AMBER LAGER,2019.0,Imperial L17 (Harvest) yeast,Imperial L17 (Harvest) yeast,,,52.0,,9
571,Malty Boye Helles Bock,HELLES BOCK,2019.0,WLP830 German Lager,WLP830 German Lager,White Labs,,48.0,,25
572,Where’s Fluffy Weissbier,HEFEWEIZEN,2019.0,WLP300 Hefeweizen Ale,WLP300 Hefeweizen Ale,White Labs,,64.0,66.0,5
573,Up the Junction Bitter,ENGLISH PALE ALE,2019.0,Wyeast Labs 1469 West Yorkshire Ale,Wyeast Labs 1469 West Yorkshire Ale,Wyeast,1469,68.0,,0
574,Finnegan’s Irish Ale,AMBER ALE,2019.0,Imperial Yeast A10 Darkness,Imperial Yeast A10 Darkness,,,64.0,,0
575,Citra Summit American Pale Ale,AMERICAN PALE ALE,2019.0,English Ale WLP002,English Ale WLP002,White Labs,,68.0,,14
576,Kilauea Punch American Amber Ale,AMBER ALE,2019.0,WLP090 San Diego Super Yeast,WLP090 San Diego Super Yeast,White Labs,,,,0
577,BCJP Study Group Mild,BROWN ALE,2019.0,Wyeast 1335 British Ale 2,Wyeast 1335 British Ale 2,Wyeast,1335,64.0,,0
578,The Singularity Stout,AMERICAN STOUT,2019.0,California Ale,Chico/US-05 (American Ale),White Labs,WLP001,66.0,,14
579,Hammer of the Gord’s Imperial Stout,IMPERIAL STOUT,2019.0,Wyeast Labs 1335 British Ale II,Wyeast Labs 1335 British Ale II,Wyeast,,67.0,,3
581,Clan MacIntosh Old Ale,OLD ALE,2019.0,Giga Yeast GY044 Scotch Ale One,Giga Yeast GY044 Scotch Ale One,,,63.0,,14
