recipe_id,recipe_title,style,year,Ca_ppm,Mg_ppm,Na_ppm,Cl_ppm,SO4_ppm,HCO3_ppm,water_description,SO4_Cl_ratio
513,Mark’s Saison,SAISON,2021.0,34.0,9.0,28.0,49.0,72.0,,"Ca 34 ppm, Mg 9 ppm, Na 28 ppm, SO4 72 ppm, Cl 49 ppm",1.469387755102041
514,Mandy & Wesley’s Imperial Stout,IMPERIAL STOUT,2021.0,,,,,,,,
515,Granny’s Tipple English Barleywine,BARLEYWINE,2021.0,,,,,,,,
516,Googly Eis Eisbock,EISBOCK,2021.0,32.0,1.0,109.0,61.0,19.0,214.0,Carbon-filtered Baton Rouge water treated with Campden tablets and adjusted to Munich water profile,0.3114754098360656
517,Big O! New England IPA,HAZY / NEW ENGLAND IPA,2021.0,,,,,,,Adjust water using gypsum and calcium chloride to achieve a sulfate-to-chloride ratio of 1.5:1. Adjust sparge water to 5.8 pH using phosphoric acid.,
518,Forgiveness Machine White IPA,SPECIALTY IPA,2021.0,62.0,9.0,6.0,53.0,106.0,0.0,"Water with Ca 62 ppm, Mg 9 ppm, Na 6 ppm, SO4 106 ppm, Cl 53 ppm, HCO3 0 ppm",2.0
519,Old Mission IPA,AMERICAN IPA,2021.0,,,,,,,Filtered tap water,
520,Sable Porter,AMERICAN PORTER,2021.0,63.0,5.0,99.0,75.0,86.0,115.0,"Ca 63 ppm, Mg 5 ppm, Na 99 ppm, SO4 86 ppm, Cl 75 ppm, HCO3 115 ppm",1.1466666666666667
521,Deep Focus Irish Stout,IRISH STOUT,2021.0,85.0,3.0,33.0,119.0,93.0,,"Ca 85 ppm, Mg 3 ppm, Na 33 ppm, SO4 93 ppm, Cl 119 ppm",0.7815126050420168
522,Herbal Joe’s Tropical Stout,FOREIGN / TROPICAL STOUT,2021.0,,,,,,,Begin with reverse osmosis water.,
523,Chocolate Macadamia Nut Porter,ENGLISH PORTER,2021.0,,,,,,,,
524,Tall Tines Brown Ale,AMERICAN BROWN ALE,2021.0,,,,,,,Carbon-filtered City of St. Cloud water with 5 g CaCl2 and 1 g CaSO4.,
525,You and the Hops You Rode In On Pale Ale,AMERICAN PALE ALE,2021.0,6.76,,,502.95652173913044,,,"reverse osmosis water treated with CaCl2, CaSO4, and lactic acid.",
526,Beam Me Up Scotty Scottish Export,SCOTTISH ALE,2021.0,,,,,,,Mash with city water treated with 1 tsp. CaSO4. Sparge with rainwater adjusted to pH of 5.2 with phosphoric acid.,
527,Herbal Joe’s Best Bitter,ENGLISH BITTER,2021.0,,,,,,,Use reverse osmosis water with 10 g CaCl2 and 10 g CaSO4 in mash. Also add 5 g CaCl2 and 5 g CaSO4 in kettle.,
528,Jeff The Hefe Weissbier,HEFEWEIZEN,2021.0,,,,,,,,
529,Willow Run Wheat Beer,AMERICAN WHEAT,2021.0,45.0,10.0,4.0,60.0,70.0,16.0,"Ca 45 ppm, Mg 10 ppm, Na 4 ppm, SO4 70 ppm, Cl 60 ppm, HCO3 16 ppm",1.1666666666666667
530,Temny Czech Dark Lager,DARK LAGER,2021.0,,,,,,,,
531,Helles This,,2021.0,21.0,12.0,15.0,4.0,4.0,128.0,"Base water has Ca 21 ppm, Mg 12 ppm, Na 15 ppm, SO4 4 ppm, Cl 4 ppm, HCO3 128 ppm. Mash water treated with 9 mL lactic acid, 1.9 g CaCO3, and 0.27 g MgSO4. Add 2.86 g CaCO3 and 0.4 g MgSO4 to boil.",1.0
532,Tougher than the Sun Pale Lager,CZECH / BOHO PILS,2021.0,7.0,1.0,8.0,11.0,9.0,,"Start with reverse osmosis water and build a very soft Pilsen profile using CaSO4, CaCl2, and MgSO4",0.8181818181818182
533,Rombergpark German Helles Exportbier,HELLES,2021.0,,,,,,,Seattle tap water treated with 0.6 g/gal CaSO4 and 0.4 g/gal CaCl2. Mash water further treated with enough lactic acid to achieve mash pH of 5.3.,
534,PTQ Barbecue Rauchbier,RAUCHBIER,2021.0,,,,,,,Water used for steeping and rehydration of barbecue sauce,
535,Dry Dock Docktoberfest,MARZEN,,,,,,,,,
536,Dobrý Den Czech Amber Lager,AMBER LAGER,2021.0,7.0,2.0,12.0,17.0,4.0,24.0,"Ca 7 ppm, Mg 2 ppm, Na 12 ppm, SO4 4 ppm, Cl 17 ppm, HCO3 24 ppm",0.23529411764705882
537,Tarty Passions Berliner Weisse,FRUIT BEER,2019.0,,,,,,,,
538,Brookline Barleywine,UK/US STRONG ALE,2019.0,,,,,,,,
539,Good Word Brewing Never Sleep New England IPA,HAZY / NEW ENGLAND IPA,,,,,,,,,
540,Oceania & Homegrown IPA (Split Batch),AMERICAN IPA,2021.0,,,,,,,Filtered water with 2 tsp. CaSO₄ and 2 tsp CaCl₂,
541,"Double Diest, 1851",HISTORICAL BEER,2021.0,,,,,,,,
542,SMaSH Sensory Blonde Ale,BLONDE ALE,2021.0,,,,,,,,
543,CicadAle (Ale with Cicadas),SPICE & HERB BEER,2004.0,,,,,,,,
544,THC-Infused Tripel Royal Stag,BELGIAN ALE,2020.0,,,,,,,,
545,Ube-Licious Lager,SPICE & HERB BEER,2019.0,21.0,3.0,2.0,12.0,21.0,25.0,"Ca 21 ppm, Mg 3 ppm, Na 2 ppm, Cl 12 ppm, SO4 21 ppm, HCO3 25 ppm",1.75
546,Mow The Damn Lawn,PALE LAGER,2013.0,,,,,,,,
547,A Kveiking We Will Go IPA,AMERICAN IPA,2021.0,,,,,,,,
548,Spelt Saison #2,BELGIAN ALE,2021.0,,,,,,,,
549,Smokeska Porter,BALTIC PORTER,2021.0,,,,,,,"For low mineral water, add 1 tsp. calcium chloride and ½ tsp. gypsum.",
550,Stone Ship Braggot,BRAGGOT,2019.0,,,,,,,,
551,"Leuven White Beer, 1851",WITBIER,2020.0,,,,,,,,
552,Gordon Strong’s American Porter,AMERICAN PORTER,,168.75,,,301.25,,,RO water treated with ¼ tsp 10% phosphoric acid per 5 gallons. 1 tsp CaCl2 in mash.,
553,Mangose,Sour Ale,2020.0,,,,,,,,
554,Olavi Viheroja’s Sahti,HISTORICAL BEER,,,,,,,,,
555,THC-Infused Caramel Amber Ale,SPICE & HERB BEER,2020.0,,,,,,,,
556,Black is Beautiful Homebrew Recipe,STOUT,,,,,,,,,
557,Liquid Breakfast Maple Stout,CHOCOLATE BEER,2019.0,68.0,,13.0,100.0,55.0,,"Use the indicated water profile for all 16 gal. (60.6 L) of brewing water (to treat 16 gal. reverse osmosis water, use 6 g gypsum, 2 g table salt, and 10 g calcium chloride).",0.55
558,The Tropical Session White IPA,IPA,2016.0,,,,,,,,
559,Let It Go Helles,HELLES,2015.0,,,,,,,,
560,Black Old Sun IPA,IPA,,,,,,,,,
561,Royal” Historical London Brown Ale,BROWN ALE,2017.0,,,,,,,,
562,The Singer’s Belgian-style Lambic,BELGIAN ALE,2014.0,,,,,,,,
563,Anderfest Festbier,AMBER LAGER,2019.0,150.42735042735043,,22.222222222222225,118.2905982905983,244.44444444444446,,"Water Treatment Targeted the “Yellow Full” Brunwater profile, using Boston-area MWRA tap water.",2.066473988439306
564,Goedt Bier ca. 1679-1689,BELGIAN ALE,,,,,,,,,
565,Mead Mamas BDS,BELGIAN ALE,2020.0,,,,,,,,
566,Dunkelweizendoppelbock,BOCK,2016.0,,,,,,,,
567,Bourbon Barrel Aged Full Eclipse II,IMPERIAL STOUT,2017.0,,,,,,,,
568,Mango Maya Milkshake IPA,HAZY / NEW ENGLAND IPA,2018.0,,,,,,,,
569,Brewin’ in Maillard Helles,HELLES,2019.0,,,,,,,,
570,American Vienna Lager,AMBER LAGER,2019.0,,,,,,,,
571,Malty Boye Helles Bock,HELLES BOCK,2019.0,,,,,,,,
572,Where’s Fluffy Weissbier,HEFEWEIZEN,2019.0,,,,,,,,
573,Up the Junction Bitter,ENGLISH PALE ALE,2019.0,,,,,,,,
574,Finnegan’s Irish Ale,AMBER ALE,2019.0,,,,,,,RO water with 1 tsp calcium chloride added to mash.,
575,Citra Summit American Pale Ale,AMERICAN PALE ALE,2019.0,,,,,,,,
576,Kilauea Punch American Amber Ale,AMBER ALE,2019.0,,,,,,,,
577,BCJP Study Group Mild,BROWN ALE,2019.0,,,,,,,,
578,The Singularity Stout,AMERICAN STOUT,2019.0,,,,,,,,
579,Hammer of the Gord’s Imperial Stout,IMPERIAL STOUT,2019.0,,,,,,,,
580,The Wingman American IPA,AMERICAN IPA,2019.0,,,,,,,,
581,Clan MacIntosh Old Ale,OLD ALE,2019.0,,,,,,,,
582,David Allen’s Saison,BELGIAN ALE,2019.0,,,,,,,,
583,Brilliant Blond,BELGIAN ALE,2019.0,,,,,,,,
584,Jon Safadão BDSA,BELGIAN ALE,2019.0,,,,,,,,
585,What Gueuze Around Comes Around,GUEUZE,2019.0,,,,,,,,
586,Ich bin ein Berliner,BERLINER WEISSE,2019.0,,,,,,,,
587,Smoked Wee Heavy,AMBER ALE,2019.0,,,,,,,Use triple filtered tap water.,
588,Via Blvd E Specialty Stout,COFFEE BEER,2019.0,,,,,,,,
589,Seventh Nature Hoppy Brett Ale,WILD ALE,2019.0,,,,,,,,
590,Three Kings Wheat Eisbock,BOCK,2019.0,,,,,,,,
591,Cream Corn Cream Ale,CREAM ALE,2019.0,388.0697050938338,,,145.37533512064346,718.8337801608579,,14.92 gallons of RO water treated with 7.5 grams of Gypsum and 4.5 grams of Calcium Chloride,4.944674965421853
592,Hot Schnitzel,HELLES,2019.0,,,,3.2,,,Bulk water treated with calcium chloride and phosphoric acid for entire batch.,
593,Mitte Flüsse Pils,GERMAN PILSNER,2019.0,256.6666666666667,,,140.58333333333334,417.08333333333337,,RO water with calcium chloride and gypsum,2.966804979253112
594,Viva! Vienna!,AMBER LAGER,2019.0,,,,,,,,
595,Big & Beautiful Bock,BOCK,2019.0,,,,,,,,
596,Winter Wave Weizenbock,BOCK,2019.0,59.082352941176474,28.508235294117654,45.88235294117648,179.59058823529415,307.0117647058824,,8.50 gal RO Water,1.7095092104918377
597,Zon Saison,BELGIAN ALE,2019.0,,,,,,,,
598,Don’t Look Up… Scottish Ale,AMBER ALE,2019.0,,,,,,,,
599,Hoppy New Year Amber Ale,AMBER ALE,2019.0,,,,,,,,
600,Wharf Busker Pale Ale,AMERICAN PALE ALE,2019.0,,,,,,,,
601,Mike Dawson’s Wild Rice Mild,BROWN ALE,2019.0,,,,,,,"Mineral additions to both strike and sparge water, target pH of 5.2",
602,Veteran’s Day IPA,AMERICAN IPA,2019.0,,,,,,,,
603,Ben’s Belgian Pale Ale,BELGIAN ALE,2019.0,34.17721518987342,,,61.01265822784811,,,,
604,I See London English Barleywine,BARLEYWINE,2019.0,,,,,,,,
605,Nuetnigenough Belgian Golden Strong,BELGIAN ALE,2019.0,,,,,,,,
606,Gose with Everything,SOUR ALE,2019.0,,,,,,,,
607,Do You Even Haze Bro? New England IPA,HAZY / NEW ENGLAND IPA,2019.0,,,,,,,,
608,Kaffee Vienna Lager,AMBER LAGER,2019.0,,,,,,,,
609,Mill ’em All Imperial Stout,IMPERIAL STOUT,2019.0,,,,,,,,
610,Sour Blonde Ale with Blackberries and Raspberries,FRUIT BEER,2019.0,,,,,,,,
611,The Void” Kutbier,HISTORICAL BEER,2019.0,49.09090909090909,,141.8181818181818,316.72727272727275,,,"Not specified in detail; includes gypsum, Epsom salt, and calcium chloride added at mash",
612,Belgian Dip Chocolate Stout,CHOCOLATE BEER,2007.0,,,,,,,,
613,Choco Red Rye Wedding Ale,WHEAT & RYE BEER,2016.0,,,,,,,,
614,Saison de Liège 1851,BELGIAN ALE,2019.0,,,,,,,,
615,Luiks Beer 1690,HISTORICAL BEER,2019.0,,,,,,,,
616,Terje Raftevold’s Kornøl,HISTORICAL BEER,2019.0,,,,,,,,
617,Odin’s Beard Baltic Porter,BALTIC PORTER,2019.0,50.0,10.0,33.0,44.0,57.0,142.0,Targeted mineral levels,1.2954545454545454
618,Bigfoot’s (D)elight Weissbier,HEFEWEIZEN,2019.0,,,,,,,"Water from garden hose, filtered, with pH stabilizer used during mash",
619,Craictastic Ordinary Bitter,ENGLISH PALE ALE,2019.0,86.0,6.0,12.0,20.0,155.0,80.0,"Ca 86 ppm, Mg 6 ppm, Na 12 ppm, SO4 155 ppm, Cl 20 ppm, HCO3 80 ppm",7.75
620,Iowa Brewers Bevvy Scottish Light,AMBER ALE,2019.0,48.0,16.0,22.0,46.0,75.0,36.0,"Ca 48 ppm, Mg 16 ppm, Na 22 ppm, SO4 75 ppm, Cl 46 ppm, HCO3 36 ppm",1.6304347826086956
621,Big Boi’s Booty Sweat American Pale Ale,AMERICAN PALE ALE,2019.0,,,,,,,,
622,Possibility and Promise Pacific Amber,AMBER ALE,2019.0,,,,,,,"Add to mash: 4.2 g calcium chloride, 2.2 g baking soda, 1.3 g gypsum, 1 g Epsom salt. Add to boil: 3.8 g calcium chloride, 1.2 g gypsum, 0.9 g Epsom salt.",
623,Sket English Porter,ENGLISH PORTER,2019.0,,,,,,,,
624,Sticky Faucet Oatmeal Milk Stout,OATMEAL STOUT,2019.0,,,,,,,,
625,Mid-Sember Knight’s Dream American Porter,AMERICAN PORTER,2019.0,120.0,10.0,27.0,165.0,92.0,208.0,Water with specified mineral content,0.5575757575757576
626,Four Tsarinas and Two Tsarovich’s Imperial Stout,IMPERIAL STOUT,2019.0,,,,,,,Filtered Chicago tap water treated with 1/2 tsp./5 gal. Brewtan B and 2 tsp./5 gal. CaCO3.,
627,Idaho Is One Giant Park IPA,AMERICAN IPA,2019.0,724.8152059134108,,160.61246040126716,656.4519535374868,1177.8247096092923,,"reverse osmosis water treated with 0.26 oz. (7.35 g) calcium chloride, 0.26 oz. (7.24 g) gypsum, 0.09 oz. (2.64 g) Epsom salt, 0.04 oz. (1.26 g) table salt, and 0.31 fl. oz. (9.33 mL) lactic acid",1.7942283563362607
628,Summer Cloud Belgian IPA,BELGIAN ALE,2019.0,87.14285714285714,,,,204.28571428571428,,Carbon-filtered Cleveland municipal water.,
629,Knauf’s Old Ale #46,OLD ALE,2019.0,,,,,,,Reverse osmosis water with 1 tsp. (4.9 mL) calcium chloride and 1 tsp (4.9 mL) gypsum added for each 5 gal. (18.9 L) of brewing water used.,
630,Birra Corina Saison,BELGIAN ALE,2019.0,,,,,,,,
631,Trail Dog Berliner Bites,BERLINER WEISSE,2019.0,550.0,,,301.25,893.75,,"Filtered tap water with added gypsum and calcium chloride, treated all water",2.966804979253112
632,Andrew’s Grodziskie,HISTORICAL BEER,2019.0,51.0,27.0,31.0,71.0,148.0,0.0,"Ca 51 ppm, Mg 27 ppm, Na 31 ppm, SO4 148 ppm, Cl 71 ppm, HCO3 0 ppm",2.084507042253521
633,Onyris English Ryewine,UK/US STRONG ALE,2019.0,45.0,3.0,21.0,57.0,71.0,90.0,"Adjusted to 5.3 pH with lactic acid, sparge water at 170°F (77°C) with mineral levels: 45 ppm Ca, 3 ppm Mg, 21 ppm Na, 71 ppm SO4, 57 ppm Cl, 90 ppm HCO3.",1.2456140350877194
634,Dragon of the Black Pool Experimental Beer,AMBER ALE,2016.0,,,,,,,"Ca 100 ppm, Mg 5 ppm, Na 35 ppm, Cl 60 ppm, SO4 50 ppm, HCO3 26 ppm",
635,Hobo BoHo Pilsner,CZECH / BOHO PILS,2019.0,50.0,,,,,,Use water with minimum of 50 ppm calcium and minimal levels of other minerals.,
636,May the Bock Be with You,BOCK,2019.0,,,,,,,,
637,Meister Groll Bohemian Pils,CZECH / BOHO PILS,2019.0,7.0,2.0,2.0,5.0,5.0,1.3,Soft water like that in Pilsen,1.0
638,Aspen Ridge Cream Ale,CREAM ALE,2019.0,,,,,,,Not specified,
639,All-American Blonde Ale,HYBRID BEER,2019.0,,,,,,,,
640,Cranberries for Sal New England IPA,HAZY / NEW ENGLAND IPA,,,,,,,,,
641,Big Beach Brewing Co. King Cake Porter,PORTER,,,,,,,,,
642,Jack o’Lupe IPA,IPA,,,,,,,,,
643,Oaked Wee Heavy,AMBER ALE,2019.0,,,,,,,,
644,Dad’s Red Ale,AMBER ALE,2019.0,,,,,,,,
645,Mika Laitinen’s Sahti,AMBER ALE,2019.0,,,,,,,,
646,Cane Toad Weisse,HEFEWEIZEN,2019.0,12.980769230769232,,,23.173076923076923,,,Soft: use 1 g/gal CaCl2 added to reverse osmosis water,
647,Chimay Dorée Clone,BELGIAN ALE,2019.0,,,,,,,,
648,Big Timber Brewing Porter,BALTIC PORTER,,,,,,,,,
649,Crow Peak Brewing Co. Pile ‘O Dirt Porter,BALTIC PORTER,,,,,,,,,
650,Earth Rider Brewery Precious Material Helles,HELLES,,,,,,,,,
651,Reuben’s Brews Robust Porter,BALTIC PORTER,2012.0,,,,,,,,
652,Whetstone Station Brewery Whetstoner Session IPA,AMERICAN IPA,,,,,,,,,
653,Strangeways Brewing Martian Spring Biere de Mars,BIÈRE DE GARDE,,,,,,,,,
654,Red Rock Brewing Black Bier,DARK LAGER,2010.0,,,,,,,"Reverse osmosis water, pH adjusted with lactic acid, no calcium needed.",
655,Atlas Brew Works Rowdy Rye Ale,WHEAT & RYE BEER,,,,,,,,"Using carbon filtered DC tap water, add 1.5 g of calcium sulfate and 1.5 g calcium chloride to the mash, as well as 2 mL of food grade 85% phosphoric acid to the sparge.",
656,Jester King Brewery Figlet Farmhouse Amber Ale,AMBER ALE,,,,,,,,,
657,Roadhouse Brewing Co. Family Vacation Cream Ale,CREAM ALE,,,,,,,,,
658,Tennessee Valley Brewing Co. DIVARTY Redlegs,AMBER ALE,,,,,,,,,
659,IMBĪB Custom Brews Nevada Weisse,BERLINER WEISSE,,,,,,,,,
660,Biloxi Brewing Company Pale Ale,AMERICAN PALE ALE,,,,,,,,,
661,Holy City Brewing Pluff Mud Porter,AMERICAN PORTER,,,,,,,,,
662,Red Door Brewing Company New England IPA,HAZY / NEW ENGLAND IPA,,518.4,,,925.4399999999999,,,,
663,Missouri Beer Company English Dark Mild,BROWN ALE,,,,,,,,,
664,Providence Brewing Company Battlecow Galacticose New England IPA,HAZY / NEW ENGLAND IPA,,,,,,,,,
665,River Horse Brewing Company Tripel Horse,BELGIAN ALE,,,,,,,,,
666,Lupulin Brewing Straight Hash Homie IPA,AMERICAN IPA,,,,,,,,,
667,Church Brew Works Pious Monk Dunkel,DARK LAGER,2012.0,,,,,,,,
668,Henniker Brewing Co. Rustique Saison,BELGIAN ALE,,,,,,,,,
669,Jolly Pumpkin Artisan Ales Bam Biére,FARMHOUSE BEER,,,,,,,,,
670,Von Ebert Brewing Sabrage Brut IPA,IPA,,,,,,,,,
671,Boiler Brewing Co. Bobber’s Big Red Rye Pale Ale,AMBER ALE,,,,,,,,,
672,Bissel Brothers Brewing The Substance New England IPA,HAZY / NEW ENGLAND IPA,,,,,,,,,
673,Iron Monk Brewing Co. Velvet Antler Amber,AMBER ALE,,,,,,,,,
674,Fargo Brewing Company Wood Chipper IPA,AMERICAN IPA,,,,,,,,,
675,Seventh Son Brewing Co. Oubliette Russian Imperial Stout,IMPERIAL STOUT,,,,,,,,,
676,Wedge Brewing Co. Golem Belgian Strong Pale Ale,BELGIAN ALE,2000.0,,,,,,,,
677,Great South Bay Brewery Massive IPA,AMERICAN IPA,,,,,,,,,
678,Outlaw Brewing Udder Madness Chocolate Milk Stout,CHOCOLATE BEER,,,,,,,,,
679,Dreaming Creek Brewery 1792 Kentucky Common,AMBER LAGER,,,,,,,,,
680,Perfect Plain Brewing Co. Holy Spin American IPA,AMERICAN IPA,,,,,,,,,
681,Denali Brewing Co. Mother Ale Blonde,BLONDE ALE,,,,,,,,,
682,Nortons Brewing Co. Don’t Poke the Bear Milk Stout,STOUT,,,,,,,,,
683,Crooked Hammock Brewery Haulin’ Oats Milk Stout,OATMEAL STOUT,,,,,,,,,
684,Triton Brewing Co. Fieldhouse Wheat,AMERICAN WHEAT,2017.0,,,,,,,,
685,Two Roads Brewing Co. Worker’s Comp Farmhouse Ale,BELGIAN ALE,,,,,,,,,
686,Corridor Brewery Wizard Fight American IPA,AMERICAN IPA,,,,,,,,,
687,Odell Brewing Company 90 Shilling Ale,AMBER ALE,,,,,,,,,
688,Boise Brewing Dark Daisy Chocolate Milk Stout,CHOCOLATE BEER,,,,,,,,,
689,Ladyface Ale Companie La Grisette,BELGIAN ALE,2018.0,,,,,,,,
690,Denizens Brewing Co. Lowest Lord ESB,AMBER ALE,,,,,,,,,
691,Exile Brewing Company Sir Moch-A-Lot Mocha Stout,COFFEE BEER,,,,,,,,,
692,Pedal Haus Brewery Biere Blanche Belgian Witbier,BELGIAN ALE,2018.0,,,,,,,,
693,Night Shift Brewing Matisse Classic Saison,BELGIAN ALE,2017.0,,,,,,,,
694,Honolulu BeerWorks CocoWeizen,HEFEWEIZEN,2018.0,,,,,,,,
695,Ozark Beer Co. Belgian Golden Ale,BELGIAN ALE,,,,,,,,Not specified,
696,Parleaux Beer Lab Lemony Sippit Lager,AMERICAN LAGER,,,,,,,,,
697,Back Forty Beer Co. Truck Stop Honey Brown Ale,BROWN ALE,2011.0,,,,,,,,
698,Juniper Rye Bock,BOCK,,,,,,,,,
699,I Am Broot” Brut IPA,IPA,2019.0,,,,,,,,
700,Night Sky Black IPA,AMERICAN IPA,2018.0,,,,,,,,
701,Flubadub Gansett Porter (all-grain),AMERICAN PORTER,2018.0,,,,,,,,
702,Kein Bier Light Lager,AMERICAN LAGER,2018.0,,,,,,,,
703,What The Helles!,HELLES,2018.0,44.0,1.0,7.0,41.0,58.0,20.0,"RO water with mineral adjustments: Ca=44, Mg=1, Na=7, SO4=58, Cl=41, HCO3=20",1.4146341463414633
704,7k Czech Pale Lager,HELLES,2018.0,,,,,,,RO water-no minerals added,
705,Chris & Ryan’s Oktoberfest,AMBER LAGER,2018.0,66.0,30.0,48.0,72.0,56.0,112.0,"Split between mash and boil, with added minerals to match profile (Ca: 66; Mg: 30; Na: 48; S04: 56; Cl: 72; HCO3: 112)",0.7777777777777778
706,Darkness Imprisoning Me Lager,DARK LAGER,2018.0,,,,,,,,
707,Chew Bock-A Doppelbock,BOCK,2018.0,,,,,,,,
708,Spicy Nana Weissbier,HEFEWEIZEN,2018.0,404.99999999999994,,,722.9999999999999,,,Not specified explicitly,
709,Now That’s A Knife Australian Sparking Ale,GOLDEN ALE,2018.0,122.0,30.0,60.0,52.0,290.0,,Water profile: Ca=122 ppm; Mg=30 ppm; Na=60 ppm; SO4=290 ppm; Cl=52 ppm.,5.576923076923077
710,Scarlett O’Hara Irish Red Ale,AMBER ALE,2018.0,,,,,,,RO water with calcium chloride and phosphoric acid adjustments,
711,Lee’s American Pale Ale,AMERICAN PALE ALE,2018.0,100.0,,,,100.0,,From RO water target 100ppm CaCl and 100ppm SO4.,
712,Cookie Dough Brown Ale,AMERICAN BROWN ALE,2018.0,,,,,,,"California Central Valley city water (Turlock, CA), filtered the night before brewing.",
713,Cat Scratch Cali,Foreign / Tropical Stout,2018.0,,,,,,,,
714,Hop Burst IPA,AMERICAN IPA,2018.0,,,,,,,"Fort Collins, CO tap water supplemented with 2 tsp. gypsum",
715,Star Maker Imperial Stout,IMPERIAL STOUT,2018.0,,,,,,,,
716,Mendel’s Monster Double IPA,IMPERIAL / DOUBLE IPA,2018.0,,,,,,,100% RO water,
717,Abbey Saison,BELGIAN ALE,2018.0,,,,,,,RO water,
718,Neu Haus Belgian Dark Strong Ale,BELGIAN ALE,2018.0,50.0,15.0,44.0,90.0,56.0,,Water profile: Calcium = 50 ppm; Magnesium = 15 ppm; Sodium = 44 ppm; Sulfate = 56 ppm; Chloride = 90 ppm.,0.6222222222222222
719,Cherry Weisse,BERLINER WEISSE,2018.0,,,,,,,,
720,Smoked Helles,HELLES,2018.0,,,,87.0,43.0,,"Target 55 ppm Calcium, 87 ppm Chloride, and 43 ppm sulfate using Calcium Chloride and Gypsum.",0.4942528735632184
721,BlytheStone Light Cream Ale,Cream Ale,2018.0,17.0,,10.0,409.7,715.0,,carbon filtered Sacramento City tap water,1.7451793995606542
722,Ryan’s Pale Lager,HELLES,2018.0,91.0,11.0,12.0,94.0,153.0,,"Water notes: 91 ppm Ca, 11 ppm Mg, 12 ppm Na, 94 ppm Cl, 153 ppm SO4, 16.5 ppm alkalinity",1.627659574468085
723,Robert’s German Pils,GERMAN PILSNER,2018.0,,,,,,,Low mineral tap water,
724,Don’t Mess With Snickers Vienna Lager,AMBER LAGER,2018.0,,,,,,,,
725,Jonathan’s Schwarzbier,DARK LAGER,2018.0,152.5,,,,357.5,,"RO Water with minerals and lime; includes 2 g Gypsum, 2 g CaCl, 2 mL MgCl, 3 g Slaked Lime, 2 g CaCl in sparge water, total water volume 8 gallons",
726,HBock Helles Bock,BOCK,2018.0,,,,,,,,
727,The Bizarro Jerry Weissbier,HEFEWEIZEN,2018.0,,,,,,,"Carbon filtered Longmont, Colorado water (very soft 42 ppm TDS)",
728,More Special Strong Bitter,ENGLISH PALE ALE,2018.0,,,,,,,,
729,Lost Art American Pale Ale,AMERICAN PALE ALE,2018.0,50.0,10.0,5.0,45.0,105.0,,RO water (see directions for water profile),2.3333333333333335
730,The Goatsman Kentucky Common,AMBER LAGER,2018.0,56.0,17.0,15.0,59.0,75.0,,Detroit tap water (see instructions for target water profile),1.271186440677966
731,Candies Wit English Porter,ENGLISH PORTER,2018.0,,,,,,,RO Water (target Black Malty water profile in Bru'n water),
732,Shadow Monster Imperial Stout,IMPERIAL STOUT,2018.0,97.0,8.0,36.0,68.0,46.0,257.0,Start with RO water,0.6764705882352942
733,Black Out IPA,AMERICAN IPA,2018.0,,,,,,,Purified RO water,
734,The Gunners Dream American Barleywine,BARLEYWINE,2018.0,5.0,3.0,1.0,1.0,,,"RO water, additions made to full volume of brewing liquor prior to mash",
735,BarleyQuad English Barleywine,BARLEYWINE,2018.0,,,,,,,Tap Water - Campden Tablet,
736,Red Keep Biere de Garde,BIÈRE DE GARDE,2018.0,,,,,,,,
737,Mmm Quad,BELGIAN ALE,2018.0,575.0,,,482.0,715.0,,Not specified in recipe,1.483402489626556
738,Miss Mo’s Chocolate Raspberry Milk Stout,SPICE & HERB BEER,2018.0,,,,,,,"Petaluma water, processed through charcoal filter",
739,Ass Kicking Cream Ale (Tequila-aged Lime/Jalapeno Ale),FRUIT BEER,2018.0,50.0,7.0,5.0,60.0,75.0,0.0,Target Water Profile,1.25
740,Wooden Bridge Barrel-aged Imperial Stout,IMPERIAL STOUT,2018.0,18.0,7.0,27.0,68.0,7.0,,,0.10294117647058823
741,Dregs Of The Loon Wild Ale,WILD ALE,2018.0,,,,,,,,
742,Mike’s Rye Weizenbock,BOCK,2018.0,,,,,,,,
743,Daniel’s American IPA,AMERICAN IPA,2018.0,66.0,21.0,4.0,102.0,90.0,27.0,Spring water (see instructions for target water profile),0.8823529411764706
744,John’s American Lager,AMERICAN LAGER,2018.0,,,,,,,"Use 1 g each of calcium chloride and gypsum at mash, Use 1.7 g each of calcium chloride and gypsum in the boil. Target Ca 50 ppm, Cl 80 ppm, SO4 64 ppm.",
745,Hayden’s Lager,AMERICAN LAGER,2018.0,40.0,,,98.0,,,Use 1.5 g calcium chloride at mash and 2.4 g calcium chloride at boil. Strive for Ca 40 ppm and Cl 98 ppm.,
746,Han Solo Shot First Imperial Stout,IMPERIAL STOUT,2018.0,,,,,,,Moderately low mineral water. (less than 70 ppm hardness as CaCO3). Adjust mash to room temperature pH of 5.4 with Ca(OH)2. Acidify sparge water to a room temperature pH of 5.5.,
747,TOF Joe IPA,AMERICAN IPA,2018.0,109.0,13.0,19.0,121.0,141.0,0.0,"Ca 109 ppm, Mg 13 ppm, Na 19 ppm, SO4 141 ppm, Cl 121 ppm, HCO3 0 ppm",1.165289256198347
748,Nuclear Winter White IPA,AMERICAN IPA,2017.0,,,,,,,Wichita tap water,
