recipe_id,recipe_title,style,style_group,year,step_number,step_name,temp_F,time_min
415,Goats in a Tree in a Mezcal Barrel,WOOD-AGED BEER,OTHER,2023.0,2,Protein Rest,148.0,60
415,Goats in a Tree in a Mezcal Barrel,WOOD-AGED BEER,OTHER,2023.0,3,Beta Amylase,158.0,10
415,Goats in a Tree in a Mezcal Barrel,WOOD-AGED BEER,OTHER,2023.0,4,Mash Out,168.0,10
416,Like Falling Off a Bike IPA,AMERICAN IPA,IPA,2023.0,1,first mash,148.0,50
416,Like Falling Off a Bike IPA,AMERICAN IPA,IPA,2023.0,2,second mash,168.0,10
417,Between 18 and 50 Ryezenbock,BOCK,LAGER,2023.0,1,Initial mash,144.0,30
417,Between 18 and 50 Ryezenbock,BOCK,LAGER,2023.0,2,Decoction mash,156.0,30
418,British Mats Irish Red Ale,IRISH RED ALE,AMBER_ALE,2023.0,1,Mash Stage 1,140.0,10
418,British Mats Irish Red Ale,IRISH RED ALE,AMBER_ALE,2023.0,2,Mash Stage 2,148.0,30
418,British Mats Irish Red Ale,IRISH RED ALE,AMBER_ALE,2023.0,3,Mash Stage 3,152.0,30
418,British Mats Irish Red Ale,IRISH RED ALE,AMBER_ALE,2023.0,4,Mash Out,168.0,0
419,XXM (Double Extra Medium) Hazy IPA,HAZY / NEW ENGLAND IPA,IPA,2023.0,1,Mash,152.0,60
420,Big Blimp! American Barleywine,BARLEYWINE,STRONG_ALE,2023.0,1,Mash,150.0,90
421,3 Day Berliner Weisse,SOUR ALE,SOUR,2023.0,1,Mash all grains,152.0,45
421,3 Day Berliner Weisse,SOUR ALE,SOUR,2023.0,2,Add acidulated malt and water,152.0,45
422,Saw Down Unda (New Zealand-style Pilsner),PILSNER,LAGER,2023.0,1,Mash Grain,148.0,60
423,Your First SMaSH Ale,PALE ALE,IPA,2023.0,1,Mash,149.0,60
423,Your First SMaSH Ale,PALE ALE,IPA,2023.0,2,Mash Out,170.0,10
424,Chicken Scratch Cream Ale,PALE LAGER,LAGER,2023.0,1,Mash,152.0,60
425,Nick’s Munich Lager,AMBER LAGER,LAGER,2023.0,1,Mash,152.0,60
426,One-To-One American IPA,AMERICAN IPA,IPA,2023.0,1,Mash,149.0,60
427,Dunkeles Meisterwerk Munich Dunkel,MUNICH DUNKEL,LAGER,2023.0,1,Protein rest,122.0,30
427,Dunkeles Meisterwerk Munich Dunkel,MUNICH DUNKEL,LAGER,2023.0,2,Decoction step 1,152.0,10
427,Dunkeles Meisterwerk Munich Dunkel,MUNICH DUNKEL,LAGER,2023.0,3,Decoction boil 1,145.0,20
427,Dunkeles Meisterwerk Munich Dunkel,MUNICH DUNKEL,LAGER,2023.0,4,Decoction step 2,156.0,20
428,Now That’s What I Call Hazy! Vol. 1,IPA,IPA,2023.0,1,Mash,154.0,60
429,LILO’s Lager (New Zealand Pilsner),PILSNER,LAGER,2023.0,1,Mash,152.0,60
430,Inspired by a President (Russian Imperial Stout),IMPERIAL STOUT,STOUT,2023.0,1,Main Mash,155.0,90
431,Doctor Dark (International Dark Lager),DARK LAGER,LAGER,2023.0,1,Rest at 131\u00b0F (55\u00b0C),131.0,15
431,Doctor Dark (International Dark Lager),DARK LAGER,LAGER,2023.0,2,Rest at 147\u00b0F (63.9\u00b0C),147.0,15
431,Doctor Dark (International Dark Lager),DARK LAGER,LAGER,2023.0,3,Rest at 158\u00b0F (70\u00b0C),158.0,30
431,Doctor Dark (International Dark Lager),DARK LAGER,LAGER,2023.0,4,Mash out at 170\u00b0F (76.7\u00b0C),170.0,15
432,Alt Ale Altbier,ALTBIER,OTHER,2022.0,1,Mash,152.0,60
433,Kaltrauch Rauchbier,RAUCHBIER,OTHER,2022.0,1,Dough in,115.0,15
433,Kaltrauch Rauchbier,RAUCHBIER,OTHER,2022.0,2,Main mash,154.0,60
434,Tree House Brewing Company Julius,HAZY / NEW ENGLAND IPA,IPA,2019.0,1,Mash,156.0,60
436,Return of the Jedi Pale Ale,AMERICAN PALE ALE,IPA,2024.0,1,Mash,149.0,60
437,The Empire Strikes Back Dark Ale,PALE ALE,IPA,2024.0,1,Mash,149.0,60
438,A New Hope Pale Ale,PALE ALE,IPA,1977.0,1,Mash,149.0,60
439,Rye Edition: Any Porter in a Storm,AMERICAN PORTER,PORTER,2021.0,1,Mash at 155\u00b0F,155.0,50
439,Rye Edition: Any Porter in a Storm,AMERICAN PORTER,PORTER,2021.0,2,Mash at 160\u00b0F,160.0,20
440,Whiplash Slow Life Dry Irish Stout,STOUT,STOUT,2023.0,1,Mash,154.0,60
441,Monk’s Ration Trappist-style Single,BELGIAN ALE,BELGIAN,2023.0,1,Mash Step 1,122.0,40
441,Monk’s Ration Trappist-style Single,BELGIAN ALE,BELGIAN,2023.0,2,Mash Step 2,156.0,40
441,Monk’s Ration Trappist-style Single,BELGIAN ALE,BELGIAN,2023.0,3,Mash Step 3,168.0,15
442,1904 American Sparkling Ale,HISTORICAL BEER,OTHER,2023.0,1,Mash,151.0,60
443,Powerful Pils,GERMAN PILSNER,LAGER,2023.0,1,Mash,148.0,60
443,Powerful Pils,GERMAN PILSNER,LAGER,2023.0,2,Mash Out,165.0,15
444,I Left Rome Trappist Single,BELGIAN ALE,BELGIAN,2022.0,1,Initial acidification,131.0,10
444,I Left Rome Trappist Single,BELGIAN ALE,BELGIAN,2022.0,2,Main mash,144.0,90
444,I Left Rome Trappist Single,BELGIAN ALE,BELGIAN,2022.0,3,Protein rest,160.0,60
444,I Left Rome Trappist Single,BELGIAN ALE,BELGIAN,2022.0,4,Mash out,170.0,10
445,Domo Arigato (Hoppy Japanese-style Rice Lager),PALE LAGER,LAGER,2022.0,1,Mash,147.0,70
446,Bush Telly Modern Australian Sparkling Ale,PALE ALE,IPA,2022.0,1,Mash at 147\u00b0F,147.0,60
447,Blade Runner Szechuan Pepper Beer,SPICE & HERB BEER,OTHER,2022.0,1,Mash,149.0,60
447,Blade Runner Szechuan Pepper Beer,SPICE & HERB BEER,OTHER,2022.0,2,Mash Out,167.0,10
448,‘It Goes to 11’ Stout,STOUT,STOUT,2022.0,1,Main mash,149.0,60
448,‘It Goes to 11’ Stout,STOUT,STOUT,2022.0,2,Mash out,167.0,10
449,"Soet Bier, 1683",HISTORICAL BEER,OTHER,2022.0,1,Mash,151.0,60
450,Hello Darkness Dry Oat Stout,STOUT,STOUT,2022.0,1,Mash Rest at 125\u00b0F (52\u00b0C),125.0,25
450,Hello Darkness Dry Oat Stout,STOUT,STOUT,2022.0,2,Raise to 150\u00b0F (66\u00b0C),150.0,25
450,Hello Darkness Dry Oat Stout,STOUT,STOUT,2022.0,3,Raise to 175\u00b0F (79\u00b0C),175.0,25
450,Hello Darkness Dry Oat Stout,STOUT,STOUT,2022.0,4,Mash Out at 180\u00b0F (82\u00b0C),180.0,10
451,She Fancies Herself a Litte Bit French,SAISON,BELGIAN,2022.0,1,,148.0,45
452,Lou Pep Pep Wild Beer with Peaches,FRUIT BEER,OTHER,2022.0,1,,147.0,60
453,Eis Eis Baby Wood-Aged Beer,WOOD-AGED BEER,OTHER,2022.0,1,Mash,155.0,60
455,"Sterling, Cooper, Draper, Santa (Winter Seasonal)",Winter Warmer,OTHER,2022.0,1,Single infusion mash,170.0,30
455,"Sterling, Cooper, Draper, Santa (Winter Seasonal)",Winter Warmer,OTHER,2022.0,2,Recirculation,170.0,30
455,"Sterling, Cooper, Draper, Santa (Winter Seasonal)",Winter Warmer,OTHER,2022.0,3,Mash Out,170.0,30
456,Chipotle Lichtenhainer,SPICE & HERB BEER,OTHER,2022.0,1,Mash,152.0,60
457,Andanzas – Sangue de Dragão Fruit Beer,FRUIT BEER,OTHER,2022.0,1,Saccharification mash,150.0,60
457,Andanzas – Sangue de Dragão Fruit Beer,FRUIT BEER,OTHER,2022.0,2,Mash Out,172.0,10
458,Adventure Time Gose,GOSE,SOUR,2022.0,1,Mash,147.0,90
459,Concrete Bicycle Belgian Golden Strong Ale,BELGIAN GOLDEN STRONG ALE,STRONG_ALE,2022.0,1,Initial Mash,148.0,38
459,Concrete Bicycle Belgian Golden Strong Ale,BELGIAN GOLDEN STRONG ALE,STRONG_ALE,2022.0,2,Ramp to higher temp,158.0,30
460,Arcane Alchemy Saison,SAISON,BELGIAN,2022.0,1,Mash,146.0,45
462,Seventh Coalition English Barley Wine,BARLEYWINE,STRONG_ALE,2022.0,1,Mash,152.0,60
463,T-Bock,BOCK,LAGER,2022.0,1,Mash,154.0,60
463,T-Bock,BOCK,LAGER,2022.0,2,Mash Out,168.0,0
464,Contrived Spontaneity Wheatwine,WHEAT & RYE BEER,WHEAT_BEER,2022.0,1,Initial,104.0,10
464,Contrived Spontaneity Wheatwine,WHEAT & RYE BEER,WHEAT_BEER,2022.0,2,Step up to 131\u00b0F,131.0,15
464,Contrived Spontaneity Wheatwine,WHEAT & RYE BEER,WHEAT_BEER,2022.0,3,Step up to 146\u00b0F,146.0,40
464,Contrived Spontaneity Wheatwine,WHEAT & RYE BEER,WHEAT_BEER,2022.0,4,Step up to 158\u00b0F,158.0,15
464,Contrived Spontaneity Wheatwine,WHEAT & RYE BEER,WHEAT_BEER,2022.0,5,Mash out,168.0,15
465,Hanella Hazy IPA,HAZY / NEW ENGLAND IPA,IPA,2022.0,1,Mash,155.0,60
465,Hanella Hazy IPA,HAZY / NEW ENGLAND IPA,IPA,2022.0,2,Mash Raise,168.0,10
466,Go Bigger IPA,SPECIALTY IPA,IPA,2022.0,1,Mash,157.0,60
467,NELSON! American IPA,AMERICAN IPA,IPA,2022.0,1,Mash,148.0,60
468,KAW Porter,AMERICAN PORTER,PORTER,2022.0,1,Mash,152.0,60
470,West Michigan Milk Stout,SWEET / MILK STOUT,STOUT,2022.0,1,Mash,158.0,60
471,Connection English Porter,ENGLISH PORTER,PORTER,2022.0,1,Mash,155.0,60
472,Sunset DayDreamer American Amber Ale,AMERICAN AMBER ALE,AMBER_ALE,2022.0,1,,152.0,75
473,Little Moonfinder American Pale Ale,AMERICAN PALE ALE,IPA,2022.0,1,,154.0,60
474,Stand Sure Scottish Export,SCOTTISH ALE,OTHER,2022.0,1,Mash,156.0,60
474,Stand Sure Scottish Export,SCOTTISH ALE,OTHER,2022.0,2,Mash Out,168.0,10
475,Herbal Joe’s Best Bitter,PALE ALE,IPA,2022.0,1,Mash at 158\u00b0F (70\u00b0C),158.0,30
475,Herbal Joe’s Best Bitter,PALE ALE,IPA,2022.0,2,Recirculate mash,158.0,10
476,Oak City Weissbier,WHEAT & RYE BEER,WHEAT_BEER,2022.0,1,Initial mash,105.0,0
476,Oak City Weissbier,WHEAT & RYE BEER,WHEAT_BEER,2022.0,2,Raise temp,112.0,25
476,Oak City Weissbier,WHEAT & RYE BEER,WHEAT_BEER,2022.0,3,Decoction pull and heat,160.0,15
476,Oak City Weissbier,WHEAT & RYE BEER,WHEAT_BEER,2022.0,4,Boil,212.0,20
476,Oak City Weissbier,WHEAT & RYE BEER,WHEAT_BEER,2022.0,5,Mash in,147.0,20
476,Oak City Weissbier,WHEAT & RYE BEER,WHEAT_BEER,2022.0,6,Hold,160.0,30
476,Oak City Weissbier,WHEAT & RYE BEER,WHEAT_BEER,2022.0,7,Mash out,170.0,0
477,American Beauty Wheat Beer,WHEAT & RYE BEER,WHEAT_BEER,2022.0,1,Mash,155.0,60
478,Czech Josef Dark Lager,DARK LAGER,LAGER,2022.0,1,First step,131.0,15
478,Czech Josef Dark Lager,DARK LAGER,LAGER,2022.0,2,Second step,147.0,30
478,Czech Josef Dark Lager,DARK LAGER,LAGER,2022.0,3,Third step,156.0,30
478,Czech Josef Dark Lager,DARK LAGER,LAGER,2022.0,4,Mash out,170.0,15
479,Belly Spots Kellerbier,AMBER LAGER,LAGER,2022.0,1,Protein Rest,147.0,30
479,Belly Spots Kellerbier,AMBER LAGER,LAGER,2022.0,2,Saccharification Rest,160.0,30
479,Belly Spots Kellerbier,AMBER LAGER,LAGER,2022.0,3,Mash Out,168.0,15
480,Keith’s German Blonde,PALE LAGER,LAGER,2022.0,1,Mash-in,155.0,60
481,Sweet As John Quincy Pilsner,PILSNER,LAGER,2022.0,1,protein rest,128.0,10
481,Sweet As John Quincy Pilsner,PILSNER,LAGER,2022.0,2,beta-amylase rest,147.0,60
481,Sweet As John Quincy Pilsner,PILSNER,LAGER,2022.0,3,dextrin rest,157.0,15
481,Sweet As John Quincy Pilsner,PILSNER,LAGER,2022.0,4,mash out,168.0,10
482,Carmelo’s German Leichtbier,PALE LAGER,LAGER,2022.0,1,Mash,147.0,90
483,Down Derry Down Colonial Pumpkin Ale,PUMPKIN BEER,OTHER,2020.0,1,Mash rest,152.0,90
484,Sleep Now in the Fire Winter Seasonal,WINTER WARMER,OTHER,2021.0,1,Mash,152.0,60
485,Gluten-Free Chico Pale Ale,PALE ALE,IPA,,1,Mash,195.0,20
485,Gluten-Free Chico Pale Ale,PALE ALE,IPA,,2,Rest,155.0,30
486,I’ll Be Back Barleywine,BARLEYWINE,STRONG_ALE,2022.0,1,Mash at 149\u00b0F (65\u00b0C),149.0,60
486,I’ll Be Back Barleywine,BARLEYWINE,STRONG_ALE,2022.0,2,Mash at 167\u00b0F (75\u00b0C),167.0,10
487,Quinc-y Jones (American Amber with Membrillo),AMBER ALE,AMBER_ALE,2022.0,1,,151.0,60
488,Twin Pines Piney IPA,IPA,IPA,2022.0,1,Mash at 149\u00b0F (65\u00b0C),149.0,60
488,Twin Pines Piney IPA,IPA,IPA,2022.0,2,Mash at 167\u00b0F (75\u00b0C),167.0,10
489,Zamba Pale Ale,AMERICAN PALE ALE,IPA,,1,,154.0,60
490,Tha CommUNITY American Lager,AMERICAN LAGER,LAGER,2022.0,1,Mash,150.0,60
491,Anne and Rod’s Gruit Wit,WITBIER,WHEAT_BEER,2016.0,1,,152.0,60
492,Jen Blair’s American-style Barleywine,BARLEYWINE,STRONG_ALE,,1,Mash at 156\u00b0F,156.0,45
493,Home Is Where Your Zoigl Is,AMBER LAGER,LAGER,2022.0,1,Protein Rest,137.0,10
493,Home Is Where Your Zoigl Is,AMBER LAGER,LAGER,2022.0,2,Beta Amylase/Maltose Rest,147.0,40
493,Home Is Where Your Zoigl Is,AMBER LAGER,LAGER,2022.0,3,Alpha Amylase/Dextrin Rest,162.0,20
493,Home Is Where Your Zoigl Is,AMBER LAGER,LAGER,2022.0,4,Mash Out/Conversion Check,169.0,10
494,Hopfeather IPA,SPECIALTY IPA,IPA,2021.0,1,Mash at 144\u00b0F (62\u00b0C),144.0,45
494,Hopfeather IPA,SPECIALTY IPA,IPA,2021.0,2,Mash at 149\u00b0F (65\u00b0C),149.0,30
494,Hopfeather IPA,SPECIALTY IPA,IPA,2021.0,3,Mash at 162\u00b0F (72\u00b0C),162.0,15
495,Maui Brewing Co. Imperial Coconut Porter,AMERICAN PORTER,PORTER,2016.0,1,,152.0,60
496,Simplicity Quad,BELGIAN DARK STRONG ALE,STRONG_ALE,2015.0,1,Mash,150.0,90
496,Simplicity Quad,BELGIAN DARK STRONG ALE,STRONG_ALE,2015.0,2,Mash Out,170.0,15
497,Herbal Tea Pale Ale,SPICE & HERB BEER,OTHER,2016.0,1,,153.0,60
498,Thyme Has Come Today IPA,IPA,IPA,,1,Mash,153.0,60
499,Conflux #2 White IPA Clone,SPECIALTY IPA,IPA,2012.0,1,Rest 1,125.0,10
499,Conflux #2 White IPA Clone,SPECIALTY IPA,IPA,2012.0,2,Rest 2,130.0,20
499,Conflux #2 White IPA Clone,SPECIALTY IPA,IPA,2012.0,3,Rest 3,140.0,30
499,Conflux #2 White IPA Clone,SPECIALTY IPA,IPA,2012.0,4,Rest 4,160.0,15
499,Conflux #2 White IPA Clone,SPECIALTY IPA,IPA,2012.0,5,Rest 5,172.0,5
500,Korova Cream Stout,SWEET / MILK STOUT,STOUT,2007.0,1,Mash,154.0,60
501,Double Black Imperial Black IPA,IPA,IPA,2012.0,1,Mash at 153\u00b0F,153.0,60
502,Fuil Croi Irish Red Ale,IRISH RED ALE,AMBER_ALE,,1,mash,153.0,60
503,Sour Squash Ale,SPICE & HERB BEER,OTHER,,1,Mash,156.0,90
504,Charismatic MangoFauna,FRUIT BEER,OTHER,2021.0,1,Mash in,150.0,60
504,Charismatic MangoFauna,FRUIT BEER,OTHER,2021.0,2,Mash out,158.0,5
505,King of the Nubtars Imperial White Ale,WHEAT & RYE BEER,WHEAT_BEER,2021.0,1,Mash,152.0,60
505,King of the Nubtars Imperial White Ale,WHEAT & RYE BEER,WHEAT_BEER,2021.0,2,Mash Out,168.0,10
506,Pew! Pew! Wild Ale,WILD ALE,OTHER,2021.0,1,Initial mash at 113\u00b0F (45\u00b0C),113.0,10
506,Pew! Pew! Wild Ale,WILD ALE,OTHER,2021.0,2,Hold at 136\u00b0F (58\u00b0C),136.0,5
506,Pew! Pew! Wild Ale,WILD ALE,OTHER,2021.0,3,Hold at 149\u00b0F (65\u00b0C),149.0,35
506,Pew! Pew! Wild Ale,WILD ALE,OTHER,2021.0,4,Hold at 162\u00b0F (72\u00b0C),162.0,20
506,Pew! Pew! Wild Ale,WILD ALE,OTHER,2021.0,5,Hold at 170\u00b0F (77\u00b0C),170.0,10
507,Three Witches Wood-Aged Beer,WOOD-AGED BEER,OTHER,2021.0,1,Mash at 156\u00b0F (69\u00b0C),156.0,60
508,Lagerfeuer Smoke Beer,SMOKE BEER,OTHER,2021.0,1,Mash at 144\u00b0F,144.0,15
508,Lagerfeuer Smoke Beer,SMOKE BEER,OTHER,2021.0,2,Raise to 152\u00b0F,152.0,15
508,Lagerfeuer Smoke Beer,SMOKE BEER,OTHER,2021.0,3,Rest at 152\u00b0F,152.0,30
509,Serrano Pale Ale,SPICE & HERB BEER,OTHER,2021.0,1,,151.0,60
510,Blue Gueuze,GUEUZE,OTHER,2021.0,1,Mash from 130\u00b0F to 158\u00b0F,130.0,0
510,Blue Gueuze,GUEUZE,OTHER,2021.0,2,Mash from 130\u00b0F to 158\u00b0F,158.0,120
511,Kraken Belgian Dark Strong Ale,BELGIAN DARK STRONG ALE,STRONG_ALE,2021.0,1,Mash,148.0,60
511,Kraken Belgian Dark Strong Ale,BELGIAN DARK STRONG ALE,STRONG_ALE,2021.0,2,Mashout,169.0,0
512,Listen to the Lion Witbier,WITBIER,WHEAT_BEER,2021.0,1,,131.0,20
512,Listen to the Lion Witbier,WITBIER,WHEAT_BEER,2021.0,2,,152.0,60
513,Mark’s Saison,SAISON,BELGIAN,2021.0,1,Mash in,133.0,20
513,Mark’s Saison,SAISON,BELGIAN,2021.0,2,Mash raise,147.0,60
513,Mark’s Saison,SAISON,BELGIAN,2021.0,3,Mash out,168.0,10
514,Mandy & Wesley’s Imperial Stout,IMPERIAL STOUT,STOUT,2021.0,1,Mash,150.0,75
515,Granny’s Tipple English Barleywine,BARLEYWINE,STRONG_ALE,2021.0,1,Mash,148.0,60
516,Googly Eis Eisbock,EISBOCK,LAGER,2021.0,1,mash,150.0,60
516,Googly Eis Eisbock,EISBOCK,LAGER,2021.0,2,mash out,169.0,10
517,Big O! New England IPA,HAZY / NEW ENGLAND IPA,IPA,2021.0,1,,155.0,60
518,Forgiveness Machine White IPA,SPECIALTY IPA,IPA,2021.0,1,Protein rest,123.0,15
518,Forgiveness Machine White IPA,SPECIALTY IPA,IPA,2021.0,2,Mash schedule,152.0,60
518,Forgiveness Machine White IPA,SPECIALTY IPA,IPA,2021.0,3,Mash out,170.0,10
519,Old Mission IPA,AMERICAN IPA,IPA,2021.0,1,Mash,151.0,60
520,Sable Porter,AMERICAN PORTER,PORTER,2021.0,1,Mash,155.0,60
521,Deep Focus Irish Stout,IRISH STOUT,STOUT,2021.0,1,Mash,149.0,60
522,Herbal Joe’s Tropical Stout,FOREIGN / TROPICAL STOUT,STOUT,2021.0,1,Mash,154.0,60
523,Chocolate Macadamia Nut Porter,ENGLISH PORTER,PORTER,2021.0,1,Mash Rest,150.0,60
524,Tall Tines Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2021.0,1,Mash,154.0,60
525,You and the Hops You Rode In On Pale Ale,AMERICAN PALE ALE,IPA,2021.0,1,Mash,152.0,60
526,Beam Me Up Scotty Scottish Export,SCOTTISH ALE,OTHER,2021.0,1,Saccharification,155.0,60
527,Herbal Joe’s Best Bitter,ENGLISH BITTER,OTHER,2021.0,1,Mash,158.0,30
528,Jeff The Hefe Weissbier,HEFEWEIZEN,WHEAT_BEER,2021.0,1,Initial Rest,113.0,30
528,Jeff The Hefe Weissbier,HEFEWEIZEN,WHEAT_BEER,2021.0,2,Rest at 135\u00b0F,135.0,30
528,Jeff The Hefe Weissbier,HEFEWEIZEN,WHEAT_BEER,2021.0,3,Rest at 156\u00b0F,156.0,30
528,Jeff The Hefe Weissbier,HEFEWEIZEN,WHEAT_BEER,2021.0,4,Rest at 168\u00b0F,168.0,10
529,Willow Run Wheat Beer,AMERICAN WHEAT,WHEAT_BEER,2021.0,1,Mash,152.0,60
530,Temny Czech Dark Lager,DARK LAGER,LAGER,2021.0,1,Mash,152.0,60
531,Helles This,,UNKNOWN,2021.0,1,Mash,149.0,60
532,Tougher than the Sun Pale Lager,CZECH / BOHO PILS,LAGER,2021.0,1,Mash Rest 1,144.0,30
532,Tougher than the Sun Pale Lager,CZECH / BOHO PILS,LAGER,2021.0,2,Mash Rest 2,160.0,45
532,Tougher than the Sun Pale Lager,CZECH / BOHO PILS,LAGER,2021.0,3,Mash Rest 3,170.0,15
533,Rombergpark German Helles Exportbier,HELLES,OTHER,2021.0,1,Mash,152.0,60
535,Dry Dock Docktoberfest,MARZEN,OTHER,,1,Mash,151.0,60
536,Dobrý Den Czech Amber Lager,AMBER LAGER,LAGER,2021.0,1,Mash,150.0,60
537,Tarty Passions Berliner Weisse,FRUIT BEER,OTHER,2019.0,1,,150.0,60
538,Brookline Barleywine,UK/US STRONG ALE,STRONG_ALE,2019.0,1,Mash,148.0,60
539,Good Word Brewing Never Sleep New England IPA,HAZY / NEW ENGLAND IPA,IPA,,1,Saccharification Rest 1,146.0,15
539,Good Word Brewing Never Sleep New England IPA,HAZY / NEW ENGLAND IPA,IPA,,2,Saccharification Rest 2,156.0,30
539,Good Word Brewing Never Sleep New England IPA,HAZY / NEW ENGLAND IPA,IPA,,3,Mash Out,168.0,10
540,Oceania & Homegrown IPA (Split Batch),AMERICAN IPA,IPA,2021.0,1,Mash in,153.0,60
540,Oceania & Homegrown IPA (Split Batch),AMERICAN IPA,IPA,2021.0,2,Mash out,165.0,15
542,SMaSH Sensory Blonde Ale,BLONDE ALE,BLONDE_PALE,2021.0,1,Mash,152.0,60
543,CicadAle (Ale with Cicadas),SPICE & HERB BEER,OTHER,2004.0,1,Saccharification rest,150.0,90
544,THC-Infused Tripel Royal Stag,BELGIAN ALE,BELGIAN,2020.0,1,Mash,147.0,60
545,Ube-Licious Lager,SPICE & HERB BEER,OTHER,2019.0,1,Mash,149.0,60
546,Mow The Damn Lawn,PALE LAGER,LAGER,2013.0,1,Mash,149.0,60
547,A Kveiking We Will Go IPA,AMERICAN IPA,IPA,2021.0,1,Mash,152.0,60
548,Spelt Saison #2,BELGIAN ALE,BELGIAN,2021.0,1,Mash,148.0,60
549,Smokeska Porter,BALTIC PORTER,PORTER,2021.0,1,Mash,153.0,60
550,Stone Ship Braggot,BRAGGOT,OTHER,2019.0,1,Mash,156.0,60
550,Stone Ship Braggot,BRAGGOT,OTHER,2019.0,2,Mash Out,168.0,10
552,Gordon Strong’s American Porter,AMERICAN PORTER,PORTER,,1,Mash rest 1,154.0,60
552,Gordon Strong’s American Porter,AMERICAN PORTER,PORTER,,2,Mash rest 2,170.0,15
553,Mangose,Sour Ale,SOUR,2020.0,1,Mash,148.0,75
554,Olavi Viheroja’s Sahti,HISTORICAL BEER,OTHER,,1,Initial Water Addition,68.0,90
554,Olavi Viheroja’s Sahti,HISTORICAL BEER,OTHER,,2,Hot Water Addition to 58\u00b0C,136.0,300
554,Olavi Viheroja’s Sahti,HISTORICAL BEER,OTHER,,3,Transfer and Heating,176.0,50
556,Black is Beautiful Homebrew Recipe,STOUT,STOUT,,1,Mash,154.0,60
557,Liquid Breakfast Maple Stout,CHOCOLATE BEER,OTHER,2019.0,1,,156.0,60
558,The Tropical Session White IPA,IPA,IPA,2016.0,1,Mash,154.0,60
559,Let It Go Helles,HELLES,OTHER,2015.0,1,Initial mash,132.0,30
559,Let It Go Helles,HELLES,OTHER,2015.0,2,Raise temp and hold,155.0,30
559,Let It Go Helles,HELLES,OTHER,2015.0,3,Mash out,167.0,0
560,Black Old Sun IPA,IPA,IPA,,1,Mash,150.0,60
560,Black Old Sun IPA,IPA,IPA,,2,Mash Out,168.0,60
561,Royal” Historical London Brown Ale,BROWN ALE,BROWN_ALE,2017.0,1,,152.0,60
561,Royal” Historical London Brown Ale,BROWN ALE,BROWN_ALE,2017.0,2,Mash Out,168.0,10
563,Anderfest Festbier,AMBER LAGER,LAGER,2019.0,1,Mash,153.0,60
565,Mead Mamas BDS,BELGIAN ALE,BELGIAN,2020.0,1,Mash,148.0,60
566,Dunkelweizendoppelbock,BOCK,LAGER,2016.0,1,Dough in,113.0,30
566,Dunkelweizendoppelbock,BOCK,LAGER,2016.0,2,Proteolytic rest,122.0,30
566,Dunkelweizendoppelbock,BOCK,LAGER,2016.0,3,Beta amylase rest,149.0,30
566,Dunkelweizendoppelbock,BOCK,LAGER,2016.0,4,Alpha amylase rest,162.0,15
567,Bourbon Barrel Aged Full Eclipse II,IMPERIAL STOUT,STOUT,2017.0,1,Mash Rest,153.0,60
568,Mango Maya Milkshake IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,1,Mash,152.0,60
569,Brewin’ in Maillard Helles,HELLES,OTHER,2019.0,1,Mash In (Dough-in),131.0,15
569,Brewin’ in Maillard Helles,HELLES,OTHER,2019.0,2,Rest 1,148.0,30
569,Brewin’ in Maillard Helles,HELLES,OTHER,2019.0,3,Rest 2,160.0,30
569,Brewin’ in Maillard Helles,HELLES,OTHER,2019.0,4,Rest 3,168.0,10
570,American Vienna Lager,AMBER LAGER,LAGER,2019.0,1,Mash at 125\u00b0F,125.0,30
570,American Vienna Lager,AMBER LAGER,LAGER,2019.0,2,Mash at 147\u00b0F,147.0,30
570,American Vienna Lager,AMBER LAGER,LAGER,2019.0,3,Mash at 162\u00b0F,162.0,30
571,Malty Boye Helles Bock,HELLES BOCK,LAGER,2019.0,1,Acid Rest,145.0,40
571,Malty Boye Helles Bock,HELLES BOCK,LAGER,2019.0,2,Protein Rest,158.0,20
571,Malty Boye Helles Bock,HELLES BOCK,LAGER,2019.0,3,Mash Out,168.0,10
572,Where’s Fluffy Weissbier,HEFEWEIZEN,WHEAT_BEER,2019.0,1,Rest,122.0,30
572,Where’s Fluffy Weissbier,HEFEWEIZEN,WHEAT_BEER,2019.0,2,Add hot water to reach mash temp,148.0,30
572,Where’s Fluffy Weissbier,HEFEWEIZEN,WHEAT_BEER,2019.0,3,Mash out,168.0,10
573,Up the Junction Bitter,ENGLISH PALE ALE,IPA,2019.0,1,Full volume mash,152.0,60
574,Finnegan’s Irish Ale,AMBER ALE,AMBER_ALE,2019.0,1,,152.0,60
575,Citra Summit American Pale Ale,AMERICAN PALE ALE,IPA,2019.0,1,Mash,154.0,60
576,Kilauea Punch American Amber Ale,AMBER ALE,AMBER_ALE,2019.0,1,,153.0,60
577,BCJP Study Group Mild,BROWN ALE,BROWN_ALE,2019.0,1,,156.0,60
578,The Singularity Stout,AMERICAN STOUT,STOUT,2019.0,1,,154.0,60
579,Hammer of the Gord’s Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,1,Protein Rest,131.0,15
579,Hammer of the Gord’s Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,2,Saccharification Rest,144.0,50
