"title","style","year","url","original_category","final_category","medal","batch_size_gal","og","fg","abv_pct","ibu","srm","efficiency_pct","malts_json","hops_json","yeast_json","adjuncts_json","num_malts","num_hops","num_adjuncts","mash_type","mash_steps_json","num_mash_steps","boil_time_min","fermentation_stages_json","num_fermentation_stages","water_description","water_Ca_ppm","water_Mg_ppm","water_Na_ppm","water_Cl_ppm","water_SO4_ppm","water_HCO3_ppm","water_salt_additions_json","water_volume_gal","extract_version"
"Cherry Chica Stout with Julia Herz","STOUT","1998.0","https://www.homebrewersassociation.org/homebrew-recipe/cherry-chica-stout-with-julia-herz/","['Extract', 'Ale']","Beer","No Medal","5.0","1.088","1.025","7.0","","","","[{""name"": ""dark liquid malt extract"", ""amount"": 11.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""pale liquid malt extract"", ""amount"": 2.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""English Crystal 150L"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Roasted Barley"", ""amount"": 0.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Black Barley"", ""amount"": 0.5, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Magnum"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 45, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Magnum"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 15, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Magnum"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""end of boil/dry hop"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""English Ale"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""frozen pie cherries pitted"", ""amount"": 8.0, ""unit"": ""lbs"", ""category"": ""fruit"", ""timing"": ""secondary fermentation"", ""purpose"": ""cherry flavor"", ""notes"": null}]","5","3","1","","[]","0","45.0","[{""stage"": ""Primary"", ""start_temp_F"": null, ""end_temp_F"": null, ""duration_days"": null, ""ramp_per_day_F"": null}, {""stage"": ""Secondary"", ""start_temp_F"": null, ""end_temp_F"": null, ""duration_days"": null, ""ramp_per_day_F"": null}]","2","Water Additions: 2 tsp Gypsum, 0.5 tsp Irish Moss","","","","","","","[{""salt_type"": ""Gypsum"", ""amount"": 2.0, ""unit"": ""tsp"", ""notes"": null}, {""salt_type"": ""Irish Moss"", ""amount"": 0.5, ""unit"": ""tsp"", ""notes"": null}]","",""
"Raison d’Saison with Elizabeth Burgess","SAISON","","https://www.homebrewersassociation.org/homebrew-recipe/raison-dsaison-with-elizabeth-burgess/","['Extract', 'Ale']","Beer","No Medal","5.0","1.06","1.008","6.9","27.0","5.0","","[{""name"": ""Pilsener LME"", ""amount"": 7.7, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Wheat LME"", ""amount"": 0.75, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Munich (9 L) LME"", ""amount"": 0.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""CaraMunich malt"", ""amount"": 2.0, ""unit"": ""oz"", ""color_L"": null}, {""name"": ""Cane Sugar"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Hallertau"", ""amount"": 1.7, ""unit"": ""oz"", ""alpha_acid_pct"": 4.0, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertau"", ""amount"": 0.75, ""unit"": ""oz"", ""alpha_acid_pct"": 4.0, ""time_min"": 0, ""usage"": ""flameout"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""WLP565 Saison Ale or Wyeast 3724 Belgian Saison"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[]","5","2","0","","[]","0","60.0","[{""stage"": ""Primary"", ""start_temp_F"": 68.0, ""end_temp_F"": 80.0, ""duration_days"": null, ""ramp_per_day_F"": null}]","1","","","","","","","","","",""
"American Pale Ale with Shawna Cormier","AMERICAN PALE ALE","","https://www.homebrewersassociation.org/homebrew-recipe/american-pale-ale-with-shawna-cormier/","['Extract', 'All-Grain', 'Ale']","Beer","No Medal","5.0","1.056","1.013","5.7","40.0","6.0","","[{""name"": ""Light liquid malt extract"", ""amount"": 8.1, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Munich liquid malt extract"", ""amount"": 0.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Wheat liquid malt extract"", ""amount"": 0.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Victory malt"", ""amount"": 0.75, ""unit"": ""lb"", ""color_L"": 28.0}]","[{""name"": ""Horizon hops"", ""amount"": 0.66, ""unit"": ""oz"", ""alpha_acid_pct"": 13.0, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Cascade hops"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 6.0, ""time_min"": 10, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Centennial hops"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 9.0, ""time_min"": 10, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Cascade hops"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 6.0, ""time_min"": 0, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Centennial hops"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 9.0, ""time_min"": 0, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""WLP001, 1056, Safale US-05"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[]","4","5","0","","[]","0","","[{""stage"": ""primary"", ""start_temp_F"": 67.0, ""end_temp_F"": null, ""duration_days"": null, ""ramp_per_day_F"": null}]","1","Approximately 6 gallons of brewing water","","","","","","","[]","6.0","All-Grain Homebrew Recipe Option"
"Kuhn’s Pilsner","GERMAN PILSNER","2021.0","https://www.homebrewersassociation.org/homebrew-recipe/kuhns-pilsner/","['Extract', 'All-Grain', 'Ale']","Beer","No Medal","3.0","1.049","1.007","5.6","37.0","3.5","","[{""name"": ""Best Malz Pilsner malt"", ""amount"": 7.0, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Hallertauer Mittelfr\\u00fch"", ""amount"": 0.33, ""unit"": ""oz"", ""alpha_acid_pct"": 4.3, ""time_min"": 0, ""usage"": ""first wort"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertauer Mittelfr\\u00fch"", ""amount"": 0.875, ""unit"": ""oz"", ""alpha_acid_pct"": 4.3, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertauer Mittelfr\\u00fch"", ""amount"": 0.66, ""unit"": ""oz"", ""alpha_acid_pct"": 4.3, ""time_min"": 10, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertauer Mittelfr\\u00fch"", ""amount"": 0.125, ""unit"": ""oz"", ""alpha_acid_pct"": 4.3, ""time_min"": 30, ""usage"": ""hop stand"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": 30, ""biotransformation"": null, ""notes"": null}]","{""name"": ""W-34/70"", ""brand"": ""Wyeast"", ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""Irish moss"", ""amount"": null, ""unit"": ""pinch"", ""category"": ""processing_aid"", ""timing"": ""10 min"", ""purpose"": null, ""notes"": null}, {""item"": ""yeast nutrient"", ""amount"": 0.25, ""unit"": ""tsp"", ""category"": ""nutrients"", ""timing"": ""10 min"", ""purpose"": null, ""notes"": null}, {""item"": ""corn sugar"", ""amount"": 3.75, ""unit"": ""oz"", ""category"": ""sugar"", ""timing"": ""priming"", ""purpose"": ""priming"", ""notes"": null}]","1","4","3","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 150.0, ""time_min"": 90}]","1","60.0","[{""stage"": ""Primary"", ""start_temp_F"": 66.0, ""end_temp_F"": 66.0, ""duration_days"": 21, ""ramp_per_day_F"": null}]","1","","","","","","","","[]","",""
"Malzwein Alt Barley Wine","BARLEYWINE","2011.0","https://www.homebrewersassociation.org/homebrew-recipe/malzwein-alt-barley-wine/","['Extract', 'Ale']","Beer","No Medal","","1.098","1.03","9.7","","","","[{""name"": ""light dry malt extract"", ""amount"": 12.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""pale malt"", ""amount"": 2.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Munich malt"", ""amount"": 2.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""crystal malt"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Dextrin malt"", ""amount"": 0.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Special roast or Aromatic malt"", ""amount"": 0.5, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""German Northern Brewer"", ""amount"": 6.0, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""German Hallertau"", ""amount"": 1.5, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 10, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Saaz"", ""amount"": 1.5, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""end of boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","null","[]","6","3","0","","[]","0","","[]","0","","","","","","","","","",""
"Winter Bock","BOCK","2011.0","https://www.homebrewersassociation.org/homebrew-recipe/winter-bock/","['Extract', 'All-Grain', 'Lager']","Beer","No Medal","5.0","1.089","","7.5","27.0","","70.0","[{""name"": ""Pilsner malt"", ""amount"": 9.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""light Munich malt"", ""amount"": 8.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Caramunich\\u00ae malt"", ""amount"": 0.9, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Carafa\\u00ae malt"", ""amount"": 0.2, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Black malt"", ""amount"": 0.02, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Hallertauer Mittelfruh"", ""amount"": 2.25, ""unit"": ""oz"", ""alpha_acid_pct"": 5.0, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertauer Mittelfruh"", ""amount"": 0.75, ""unit"": ""oz"", ""alpha_acid_pct"": 5.0, ""time_min"": 10, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""Weihenstephan 34/70"", ""brand"": ""Wyeast or WLP"", ""product_code"": null, ""starter_volume_L"": null}","[]","5","2","0","Decoction","[{""name"": ""Decoction rests"", ""temp_F"": 104.0, ""time_min"": 0}, {""name"": ""Decoction rests"", ""temp_F"": 126.0, ""time_min"": 0}, {""name"": ""Decoction rests"", ""temp_F"": 144.0, ""time_min"": 0}, {""name"": ""Decoction rests"", ""temp_F"": 155.0, ""time_min"": 0}, {""name"": ""Decoction rests"", ""temp_F"": 162.0, ""time_min"": 0}]","5","90.0","[{""stage"": ""Primary"", ""start_temp_F"": 48.0, ""end_temp_F"": 48.0, ""duration_days"": 9, ""ramp_per_day_F"": null}, {""stage"": ""Lower temp"", ""start_temp_F"": 48.0, ""end_temp_F"": 43.0, ""duration_days"": 4, ""ramp_per_day_F"": null}, {""stage"": ""Lagering"", ""start_temp_F"": 39.0, ""end_temp_F"": 39.0, ""duration_days"": 14, ""ramp_per_day_F"": null}, {""stage"": ""Cold lager"", ""start_temp_F"": 32.0, ""end_temp_F"": 32.0, ""duration_days"": 21, ""ramp_per_day_F"": null}]","4","","","","","","","","","","Extract Version: Substitute 6.3 lb (2.9 kg) liquid Pilsner extract for the Pilsner malt and 5.3 lb (2.4 kg) liquid Munich extract for the Munich malt. Steep the other malts in 158 °F (70 °C) water for 30 minutes, strain, add malt extracts, and proceed with recipe as written."
"Yellow Rose SMaSH","AMERICAN IPA","2021.0","https://www.homebrewersassociation.org/homebrew-recipe/yellow-rose-smash/","['Extract', 'All-Grain', 'Ale']","Beer","No Medal","5.5","1.063","1.012","6.8","51.0","6.0","73.0","[{""name"": ""Dingemans Pale Ale malt"", ""amount"": 13.0, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Mosaic"", ""amount"": 0.75, ""unit"": ""oz"", ""alpha_acid_pct"": 12.25, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Mosaic"", ""amount"": 0.25, ""unit"": ""oz"", ""alpha_acid_pct"": 12.25, ""time_min"": 30, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Mosaic"", ""amount"": 0.75, ""unit"": ""oz"", ""alpha_acid_pct"": 12.25, ""time_min"": 20, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Mosaic"", ""amount"": 0.25, ""unit"": ""oz"", ""alpha_acid_pct"": 12.25, ""time_min"": 0, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Mosaic"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": 12.25, ""time_min"": null, ""usage"": ""dry hop"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": true, ""notes"": ""dry hop 5 days""}]","{""name"": ""WLP001 California Ale"", ""brand"": ""White Labs"", ""product_code"": null, ""starter_volume_L"": null}","[]","1","5","0","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 150.0, ""time_min"": 75}]","1","60.0","[{""stage"": ""Primary"", ""start_temp_F"": 65.0, ""end_temp_F"": null, ""duration_days"": null, ""ramp_per_day_F"": null}, {""stage"": ""Fermentation until SG stabilizes at 1.012"", ""start_temp_F"": 65.0, ""end_temp_F"": null, ""duration_days"": null, ""ramp_per_day_F"": null}]","2","Mash with 5.9 gal. (22.4 L) water at 150°F (66°C) for 75 minutes, sparge with 4.9 gal. (18.5 L) of 168°F (76°C) water to collect 7.4 gal. (28 L).","","","","","","","[]","","Replace pale malt with 9 lb. (4.1 kg) pale liquid malt extract and 4 oz. (113 g) corn sugar. Dissolve extract and sugar completely in hot water, top up to desired boil volume, and proceed with recipe as above."
"Lucky 13 Dark Mild","MILD","2021.0","https://www.homebrewersassociation.org/homebrew-recipe/lucky-13-dark-mild/","['Extract', 'Ale']","Beer","No Medal","5.0","1.052","1.015","4.8","12.5","21.0","","[{""name"": ""Biscuit Malt"", ""amount"": 12.0, ""unit"": ""oz"", ""color_L"": null}, {""name"": ""Chocolate Malt"", ""amount"": 8.0, ""unit"": ""oz"", ""color_L"": null}, {""name"": ""Special B"", ""amount"": 4.0, ""unit"": ""oz"", ""color_L"": null}, {""name"": ""Golden Light dry malt extract"", ""amount"": 6.0, ""unit"": ""lbs"", ""color_L"": null}]","[{""name"": ""East Kent Goldings"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""WLP005 British Ale Yeast or Mangrove Jack\\u2019s M36 Liberty Bell Ale Yeast"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""Irish Moss or Whirfloc"", ""amount"": null, ""unit"": null, ""category"": ""processing_aid"", ""timing"": ""10 mins"", ""purpose"": null, ""notes"": null}, {""item"": ""yeast nutrient"", ""amount"": null, ""unit"": null, ""category"": ""processing_aid"", ""timing"": ""10 mins"", ""purpose"": null, ""notes"": null}]","4","1","2","","[]","0","60.0","[{""stage"": ""Primary"", ""start_temp_F"": 68.0, ""end_temp_F"": 68.0, ""duration_days"": 14, ""ramp_per_day_F"": null}]","1","","","","","","","","","",""
"Canoe-Chuck Lager","AMERICAN LAGER","2021.0","https://www.homebrewersassociation.org/homebrew-recipe/canoe-chuck-lager/","['Extract', 'Lager', 'Winning-Medal']","Beer","NHC GOLD","5.0","1.04","1.014","4.0","11.0","4.0","70.0","[{""name"": ""Briess Pilsner dried malt extract"", ""amount"": 1.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Briess Pilsner dried malt extract"", ""amount"": 1.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""rice solids"", ""amount"": 2.0, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Czech Saaz"", ""amount"": 0.75, ""unit"": ""oz"", ""alpha_acid_pct"": 3.8, ""time_min"": 45, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""Fermentis SafLager W-34/70"", ""brand"": ""Fermentis"", ""product_code"": null, ""starter_volume_L"": 3.0}","[{""item"": ""Irish moss"", ""amount"": 1.0, ""unit"": ""tsp"", ""category"": ""processing_aid"", ""timing"": ""15 min"", ""purpose"": null, ""notes"": null}, {""item"": ""Wyeast Beer Nutrient Blend"", ""amount"": 0.5, ""unit"": ""tsp"", ""category"": ""nutrition"", ""timing"": null, ""purpose"": null, ""notes"": null}, {""item"": ""White Labs Clarity Ferm"", ""amount"": 1.0, ""unit"": ""vial"", ""category"": ""processing_aid"", ""timing"": null, ""purpose"": null, ""notes"": null}, {""item"": ""gelatin"", ""amount"": 15.0, ""unit"": ""g"", ""category"": ""processing_aid"", ""timing"": ""post fermentation"", ""purpose"": ""clarify"", ""notes"": null}, {""item"": ""dextrose"", ""amount"": 4.75, ""unit"": ""oz"", ""category"": ""sugar"", ""timing"": ""bottling"", ""purpose"": ""priming"", ""notes"": null}]","3","1","5","","[]","0","60.0","[]","0","Very soft municipal water treated with ¼ Campden tablet and 8 g CaCl2","","","","","","","[{""salt_type"": ""CaCl2"", ""amount"": 8.0, ""unit"": ""g"", ""notes"": null}, {""salt_type"": ""Campden tablet"", ""amount"": 0.25, ""unit"": ""tablet"", ""notes"": null}]","5.0",""
"Black Is Beautiful Imperial Stout (Countdown Brewing Version)","IMPERIAL STOUT","2021.0","https://www.homebrewersassociation.org/homebrew-recipe/black-is-beautiful-imperial-stout-countdown-brewing-version/","['Extract', 'All-Grain', 'Ale']","Beer","No Medal","3.0","1.088","1.022","8.8","82.0","","","[{""name"": ""Maris Otter pale ale malt"", ""amount"": 8.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""American roast barley"", ""amount"": 1.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""British crystal 160 malt"", ""amount"": 8.0, ""unit"": ""oz"", ""color_L"": null}]","[{""name"": ""Columbus"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": 13.0, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Cascade"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": 4.5, ""time_min"": 20, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Cascade"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": 4.5, ""time_min"": 10, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""BRY-97 & American West Coast Ale Yeast"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""corn sugar"", ""amount"": 10.0, ""unit"": ""oz"", ""category"": ""sugar"", ""timing"": ""boil"", ""purpose"": ""priming"", ""notes"": null}]","3","3","1","Single Infusion","[{""name"": null, ""temp_F"": 150.0, ""time_min"": 60}]","1","60.0","[{""stage"": ""Primary"", ""start_temp_F"": 66.0, ""end_temp_F"": null, ""duration_days"": 21, ""ramp_per_day_F"": null}]","1","","","","","","","","","","Replace the Maris Otter malt with 6 lb. (2.7 kg) Maris Otter liquid malt extract. Steep the roast barley and crystal malt in 2 qt. (1.9 L) of 151°F (66°C) water for 20 minutes. Remove grains, add 3 gal. (11.4 L) water and heat to near boiling. Thoroughly mix in the extract, bring to a boil, and proceed with the recipe as written above."
