,style,beer_name,final_results,url,category
660,BELGIAN ALE,Easter Quad,"['IBU: 24.2', 'SRM: 22.7', 'OG: 1.082']",https://www.homebrewersassociation.org/homebrew-recipe/easter-quad/,Ale
661,AMERICAN PALE ALE,Ryed Hard American Rye Ale,"['IBU: 35', 'SRM: 6.5', 'OG: 1.054']",https://www.homebrewersassociation.org/homebrew-recipe/ryed-hard-american-rye-ale/,Ale
662,AMERICAN IPA,Pagosa’s Shreddin’ Red IPA Clone,"['ABV: 6.17%', 'IBU: 86.4', 'SRM: 14.5']",https://www.homebrewersassociation.org/homebrew-recipe/shreddin-red-ipa/,Ale
663,BROWN ALE,Newcastle Brown Ale Clone,"['ABV: 4.33%', 'IBU: 27', 'SRM: 23']",https://www.homebrewersassociation.org/homebrew-recipe/newcastle-brown-ale-clone/,Ale
664,PORTER,No Quarter Smoked Porter,"['ABV: 7.40%', 'IBU: 100+', 'SRM: 51']",https://www.homebrewersassociation.org/homebrew-recipe/no-quarter-smoked-porter/,Ale
665,ENGLISH PALE ALE,Valymber Strong Bitter,"['ABV: 5.78%', 'SRM: 13', 'OG: 1.048']",https://www.homebrewersassociation.org/homebrew-recipe/valymber-strong-bitter/,Ale
666,BELGIAN ALE,Walkin’ with the Man Strong Belgian Ale,"['ABV: 8.80%', 'SRM: 5', 'OG: 1.07']",https://www.homebrewersassociation.org/homebrew-recipe/walkin-man-strong-belgian-ale/,Ale
667,AMERICAN PALE ALE,Zane’s NZ Pale Ale,"['IBU: 38.2', 'SRM: 10.5', 'OG: 1.053']",https://www.homebrewersassociation.org/homebrew-recipe/zanes-nz-pale-ale/,Ale
668,AMBER ALE,Wynkoop Colorojo Clone,"['ABV: 8.20%', 'IBU: 64', 'SRM: 15']",https://www.homebrewersassociation.org/homebrew-recipe/wynkoop-colorojo-clone/,Ale
669,BROWN ALE,South Cyde Brown Ale Recipe,"['IBU: 14', 'SRM: 26', 'OG: 1.061']",https://www.homebrewersassociation.org/homebrew-recipe/south-cyde-brown-ale-recipe/,Ale
670,BELGIAN ALE,Bald Belgian Blonde,"['IBU: 19', 'OG: 1.049']",https://www.homebrewersassociation.org/homebrew-recipe/bald-belgian-blonde/,Ale
671,BELGIAN ALE,Poblano Wit,"['ABV: 7.20%', 'IBU: 13-14', 'SRM: 3-4']",https://www.homebrewersassociation.org/homebrew-recipe/poblano-wit/,Ale
672,BARLEYWINE,Dark English Barleywine,"['ABV: 11.30%', 'IBU: 31', 'SRM: 30']",https://www.homebrewersassociation.org/homebrew-recipe/dark-english-barleywine/,Ale
673,BROWN ALE,Matt’s Flanders Brown Ale,"['ABV: 6.40%', 'IBU: 28', 'SRM: 23']",https://www.homebrewersassociation.org/homebrew-recipe/flanders-brown-ale/,Ale
674,BELGIAN ALE,Joe’s Tripel,"['ABV: 9.20%', 'IBU: 26', 'SRM: 6.8']",https://www.homebrewersassociation.org/homebrew-recipe/joes-tripel/,Ale
675,HYBRID BEER,Pat’s RIP’n Kölsch,"['ABV: 5.20%', 'IBU: 26.5', 'SRM: 3.6']",https://www.homebrewersassociation.org/homebrew-recipe/pats-ripn-kolsch/,Ale
676,ALTBIER,Neue Altbier,"['ABV: 5.38%', 'OG: 1.052', 'FG: 1.011']",https://www.homebrewersassociation.org/homebrew-recipe/neue-altbier/,Ale
677,ENGLISH PALE ALE,Fully Monty British Ale,"['ABV: 5.64%', 'OG: 1.053', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/fully-monty-british-ale/,Ale
678,AMBER ALE,Way Off Kilter,"['ABV: 3.02%', 'OG: 1.047', 'FG: 1.024']",https://www.homebrewersassociation.org/homebrew-recipe/way-off-kilter/,Ale
679,AMERICAN BROWN ALE,Big Brown Ale,"['ABV: 6.30%', 'OG: 1.062', 'FG: 1.014']",https://www.homebrewersassociation.org/homebrew-recipe/big-brown-ale/,Ale
680,BROWN ALE,Mister Manners,"['ABV: 4.33%', 'IBU: 18', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/mister-manners/,Ale
681,BALTIC PORTER,Baltic Porter 13,"['ABV: 8.53%', 'OG: 1.086', 'FG: 1.021']",https://www.homebrewersassociation.org/homebrew-recipe/baltic-porter-13/,Ale
682,OATMEAL STOUT,Rob’s Oatmeal Stout,"['ABV: 6.04%', 'OG: 1.062', 'FG: 1.016']",https://www.homebrewersassociation.org/homebrew-recipe/robs-oatmeal-stout-2/,Ale
683,IMPERIAL / DOUBLE IPA,Hop-Fu! IPA,"['ABV: 7.35%', 'IBU: 120', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/hop-fu-ipa/,Ale
684,BELGIAN ALE,Brett Strawberry Farmhouse,"['ABV: 7.22%', 'IBU: 19', 'SRM: 19']",https://www.homebrewersassociation.org/homebrew-recipe/brett-strawberry-farmhouse/,Ale
685,FLANDERS RED,Red Headed Stranger,"['ABV: 8.14%', 'OG: 1.07', 'FG: 1.008']",https://www.homebrewersassociation.org/homebrew-recipe/red-headed-stranger/,Ale
686,BELGIAN ALE,Evil Beavr,"['ABV: 8.01%', 'OG: 1.065', 'FG: 1.004']",https://www.homebrewersassociation.org/homebrew-recipe/evil-beavr/,Ale
687,BARLEYWINE,Bellanio Farms,"['ABV: 15.09%', 'OG: 1.14', 'FG: 1.025']",https://www.homebrewersassociation.org/homebrew-recipe/bellanio-farms/,Ale
688,CHOCOLATE BEER,Razz-Ma-Tazz,"['ABV: 3.94%', 'OG: 1.048', 'FG: 1.018']",https://www.homebrewersassociation.org/homebrew-recipe/razz-ma-tazz/,Ale
689,IPA,Hop Canyon Habanero IPA,"['ABV: 7.61%', 'OG: 1.074', 'FG: 1.016']",https://www.homebrewersassociation.org/homebrew-recipe/hop-canyon-habanero-ipa/,Ale
690,COFFEE BEER,Emily,"['ABV: 8.01%', 'IBU: 47', 'SRM: 53']",https://www.homebrewersassociation.org/homebrew-recipe/emily/,Ale
691,BELGIAN ALE,Saison de Craisin,"['ABV: 9.80%', 'IBU: 22-25', 'FG: 1.007']",https://www.homebrewersassociation.org/homebrew-recipe/saison-de-craisin/,Ale
692,HYBRID BEER,Bon-Bon Kölsch,"['ABV: 4.70%', 'OG: 1.048', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/bon-bon-kolsch/,Ale
693,BELGIAN ALE,Dubbel Your Pleasure,"['ABV: 7.60%', 'IBU: 25', 'SRM: 22.5']",https://www.homebrewersassociation.org/homebrew-recipe/dubbel-your-pleasure/,Ale
694,AMERICAN WHEAT,Summer Time American Wheat Wine,"['IBU: 39', 'OG: 1.081']",https://www.homebrewersassociation.org/homebrew-recipe/summer-time-american-wheat-wine/,Ale
695,AMERICAN PALE ALE,Regal Pale Ale,"['ABV: 5.50%', 'IBU: 26', 'SRM: 8°']",https://www.homebrewersassociation.org/homebrew-recipe/regal-pale-ale/,Ale
696,BELGIAN ALE,Mike’s Belgian Saison,"['ABV: ~7.1%', 'OG: 1.07', 'FG: 1.016']",https://www.homebrewersassociation.org/homebrew-recipe/mikes-belgian-saison/,Ale
697,AMERICAN STOUT,Stout Trousers,"['ABV: ~7.1%', 'OG: 1.072', 'FG: 1.018']",https://www.homebrewersassociation.org/homebrew-recipe/stout-trousers/,Ale
698,ALTBIER,Düsseldorf Altbier,"['ABV: 5.40%', 'IBU: 42', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/dusseldorf-altbier/,Ale
699,AMBER ALE,Better Red Than Dead,"['IBU: 26', 'SRM: 17', 'OG: 1.053']",https://www.homebrewersassociation.org/homebrew-recipe/better-red-than-dead/,Ale
700,SPICE & HERB BEER,Peanut Butter Jelly Time,"['ABV: 5.70%', 'IBU: 28']",https://www.homebrewersassociation.org/homebrew-recipe/peanut-butter-jelly-time/,Ale
701,CREAM ALE,Bosmo’s Imperial Cream Ale,"['ABV: 7.45%', 'IBU: ~37', 'SRM: 3.8 (7.5 EBC)']",https://www.homebrewersassociation.org/homebrew-recipe/bosmos-imperial-cream-ale/,Ale
702,BELGIAN ALE,Black is Back,"['ABV: 8.40%', 'IBU: 27', 'SRM: 30+']",https://www.homebrewersassociation.org/homebrew-recipe/black-is-back/,Ale
703,SPICE & HERB BEER,Yak & Yeti’s Chai Milk Stout Clone,"['ABV: 5.70%', 'IBU: 31', 'SRM: 43']",https://www.homebrewersassociation.org/homebrew-recipe/yak-and-yeti-chai-milk-stout/,Ale
704,AMBER ALE,Ruabeoir Red Ale,"['ABV: 5.20%', 'IBU: 25', 'SRM: 17']",https://www.homebrewersassociation.org/homebrew-recipe/ruabeoir/,Ale
705,IMPERIAL / DOUBLE IPA,Hop Hammer,"['ABV: 8.90%', 'IBU: 100+ (284 calculated)', 'SRM: 6']",https://www.homebrewersassociation.org/homebrew-recipe/hop-hammer/,Ale
706,BELGIAN ALE,Belgian Bombshell,"['IBU: 20', 'SRM: 40', 'OG: 1.048']",https://www.homebrewersassociation.org/homebrew-recipe/belgian-bombshell/,Ale
707,ENGLISH IPA,Victory and Chaos IPA,"['IBU: 59', 'OG: 1.062 (15 °P)']",https://www.homebrewersassociation.org/homebrew-recipe/victory-and-chaos-ipa/,Ale
708,HEFEWEIZEN,ZAITH Weizen,['OG: 1.050-1.051'],https://www.homebrewersassociation.org/homebrew-recipe/zaith-weizen/,Ale
709,AMERICAN IPA,Russian River HopTime Harvest Ale Clone,"['ABV: 6.50%', 'IBU: 60-70', 'FG: 1.016']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-russian-river-hoptime-harvest-ale/,Ale
710,PUMPKIN BEER,Cucurbita Pepo (Pumpkin Ale),"['IBU: 45-50', 'SRM: 6-12 (and tawny)', 'OG: 1.066-1.070']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-cucurbito-pepo-pumpkin-ale-2/,Ale
711,BELGIAN ALE,Belgian IPA,"['IBU: 44', 'SRM: 6 SRM', 'OG: 1.075']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-belgian-ipa/,Ale
712,BELGIAN ALE,Saison Du Mont,"['ABV: 6.30%', 'IBU: 21', 'FG: 1.008']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-saison-du-mont/,Ale
713,ENGLISH PALE ALE,"I’m Not Bitter, I’m Thirsty!","['ABV: 4.60%', 'IBU: 30', 'SRM: 11']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-im-not-bitter-im-thirsty-esb/,Ale
714,BOCK,Weizenbock,"['ABV: 8.00%', 'IBU: 23', 'SRM: 16']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-weizenbock/,Ale
715,BELGIAN ALE,Hoegaarden White Clone,"['ABV: 5.00%', 'IBU: 13', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-hoegaarden-white/,Ale
716,AMERICAN WHEAT,Wheat Heavy,"['ABV: 5.30%', 'IBU: 28.2', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/wheat-heavy/,Ale
717,ALTBIER,Rauch Katze,"['ABV: 5.50%', 'IBU: 55.9', 'SRM: 15']",https://www.homebrewersassociation.org/homebrew-recipe/rauch-katze/,Ale
718,ENGLISH PALE ALE,Ol’ Bitter Bastard,"['ABV: 3.30%', 'IBU: 19.5', 'SRM: 8.3']",https://www.homebrewersassociation.org/homebrew-recipe/ol-bitter-bastard/,Ale
719,AMBER ALE,Russell’s Scottish 80,"['ABV: 6.70%', 'IBU: 14.4', 'FG: 1.019']",https://www.homebrewersassociation.org/homebrew-recipe/russells-scottish-80/,Ale
720,AMERICAN PALE ALE,Regal Pale Ale,"['ABV: 5.50%', 'IBU: 26.5', 'SRM: 9.3']",https://www.homebrewersassociation.org/homebrew-recipe/regal-pale-ale-2/,Ale
721,BROWN ALE,Country Mild,"['ABV: 4.30%', 'IBU: 19.4', 'SRM: 19']",https://www.homebrewersassociation.org/homebrew-recipe/country-mild/,Ale
722,IMPERIAL STOUT,Split Open and Melt,"['ABV: 9.25%', 'OG: 1.095', 'FG: 1.025']",https://www.homebrewersassociation.org/homebrew-recipe/split-open-and-melt-2/,Ale
723,AMERICAN IPA,Pike Ale,"['ABV: 7.48%', 'OG: 1.068', 'FG: 1.011']",https://www.homebrewersassociation.org/homebrew-recipe/pike-ale/,Ale
724,HEFEWEIZEN,El Hefe (2013),"['ABV: 5.30%', 'IBU: 8.3', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/el-hefe-2/,Ale
725,BELGIAN ALE,Soma,"['ABV: 6.80%', 'IBU: 23.5', 'SRM: 4 - 5']",https://www.homebrewersassociation.org/homebrew-recipe/soma/,Ale
726,FRUIT BEER,Jam Out… Peach Lambic,"['ABV: 6.40%', 'OG: 1.05', 'FG: 1.002']",https://www.homebrewersassociation.org/homebrew-recipe/jam-out-with-your-clambic-out/,Ale
727,BELGIAN ALE,Tripel,"['ABV: 9.20%', 'IBU: 26.1', 'SRM: 6.8']",https://www.homebrewersassociation.org/homebrew-recipe/tripel/,Ale
728,BARLEYWINE,2010 Barleywine,"['ABV: 9.50%', 'IBU: 76.4', 'SRM: 12']",https://www.homebrewersassociation.org/homebrew-recipe/2010-barleywine/,Ale
729,BROWN ALE,Scott’s Nutty Brown Ale,"['ABV: 5.60%', 'IBU: 24.2', 'SRM: 13']",https://www.homebrewersassociation.org/homebrew-recipe/scotts-nutty-brown-ale/,Ale
730,HISTORICAL BEER,Sto-Lat!,"['ABV: 3.70%', 'IBU: 21.4', 'SRM: 2.8']",https://www.homebrewersassociation.org/homebrew-recipe/sto-lat/,Ale
731,AMERICAN IPA,Hoppiness is an IPA,"['ABV: 8.10%', 'IBU: 64', 'SRM: 7']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-hoppiness-is-an-ipa/,Ale
732,BELGIAN ALE,Yellow Diamond Belgian Pale Ale,"['ABV: 5 - 5.6%', 'IBU: 30', 'SRM: Pale amber']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-yellow-diamond-belgian-pale-ale/,Ale
733,FRUIT BEER,Cranberry “Lambic”,"['ABV: 4.60%', 'OG: 1.053', 'FG: 1.018']",https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-cranberry-lambic/,Ale
734,BLONDE ALE,Hibiscus Mango Blonde,"['ABV: 3.80%', 'IBU: 42', 'SRM: 7']",https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-hibiscus-mango-blonde/,Ale
735,BROWN ALE,Big Brew 2013 Recipe: Pointon Proper,"['ABV: 4.00%', 'IBU: 24', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/big-brew-recipe-pointons-proper/,Ale
736,BLONDE ALE,Big Brew 2013 Recipe: More Fun Blonde Ale,"['ABV: 6.70%', 'IBU: 42', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/big-brew-2013-recipe-more-fun-blonde/,Ale
737,FRUIT BEER,Wheat ‘n’ Berry Ale,"['ABV: 5.10%', 'OG: 1.054', 'FG: 1.015']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-wheat-n-berry-ale/,Ale
738,AMERICAN PALE ALE,Jaggery Pale Ale,"['ABV: 6.5-7.3%', 'IBU: 63']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-jaggery-pale-ale/,Ale
739,IRISH STOUT,Deck-Head Stout,"['ABV: 4.50%', 'OG: 1.054', 'FG: 1.02']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-deck-head-stout/,Ale
740,DUNKELWEIZEN,Trigo Oscuro,"['ABV: 5.50%', 'IBU: 16', 'SRM: 16 SRM (31 EBC)']",https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-trigo/,Ale
741,COFFEE BEER,Addicted Coffee Stout,"['IBU: 20', 'SRM: 38', 'OG: 1.07']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-coffee-stout/,Ale
742,BELGIAN ALE,Brasserie Grain d’Orge,"['ABV: 8%', 'IBU: 20', 'SRM: 8 (16 EBC)']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-grain-dorge/,Ale
743,BROWN ALE,Chai Tea Brown Ale,"['ABV: 4.20%', 'IBU: 18', 'FG: 1.016']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-chai-tea-brown-ale/,Ale
744,BELGIAN ALE,Saison d’Hiver,"['IBU: 32', 'SRM: 29', 'OG: 1.08']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-saisonn-dhiver/,Ale
745,BALTIC PORTER,Raspberry Basil Porter Aged on Palo Santo Wood,"['IBU: 40', 'OG: 1.061 (15° Plato)']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-raspberry-basil-porter-aged-on-palo-santo-wood/,Ale
746,BOCK,Mein Nelson Sauvin,"['ABV: 7.30%', 'IBU: 29', 'FG: 1.013 (3.3 °P)']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-mein-nelson-sauvin/,Ale
747,AMBER ALE,Big Basin Amber Ale,"['IBU: 48', 'SRM: 17', 'OG: 1.055']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-big-basin-amber-ale/,Ale
748,FRUITED SOUR,Crabapple Lambicky Ale,"['IBU: 23', 'OG: 1.050 (12 °P)']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-crabapple-lambicky-ale/,Ale
749,BOCK,Trick or Treat Bock,"['ABV: 8.00%', 'IBU: 23', 'SRM: 16 (31 EBC)']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-trick-or-treat-bock/,Ale
750,PUMPKIN BEER,Punkin Head,"['ABV: 6%', 'OG: 1.056', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-punkin-head/,Ale
751,SPICE & HERB BEER,Potato Vacation Beer,"['ABV: 5%', 'OG: 1.048', 'FG: ~1.010 (will depend on yeast)']",https://www.homebrewersassociation.org/homebrew-recipe/beer-of-the-week-potato-vacation-beer/,Ale
752,BELGIAN ALE,Orpheo Roja (Chimay Red Clone),"['ABV: 6.70%', 'OG: 15.5 °P (1.061)', 'FG: 2.5 °P (1.010)']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-orpheo-roja/,Ale
753,BELGIAN ALE,Ettonante,"['ABV: 8.80%', 'OG: 1.087', 'FG: 1.02']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-ettonante/,Ale
754,HISTORICAL BEER,Licorice Ale,[],https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-licorice-ale/,Ale
755,BARLEYWINE,Big Ass Barleywine,"['IBU: 118.7', 'SRM: 13', 'OG: 1.107']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-big-ass-barleywine/,Ale
756,BOCK,Rogue Dead Guy Ale Clone,"['ABV: 6-8%', 'OG: 1.061']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-rogue-dead-guy-ale-clone/,Ale
757,BLONDE ALE,Miss Vickie,"['ABV: 6.17%', 'IBU: 17.7', 'SRM: 5.2']",https://www.homebrewersassociation.org/homebrew-recipe/miss-vickie/,Ale
758,ALTBIER,Ctrl + Alt + Delete,"['ABV: 5.38%', 'IBU: 42.3', 'SRM: 12.4']",https://www.homebrewersassociation.org/homebrew-recipe/ctrl-alt-delete/,Ale
759,ENGLISH PALE ALE,Bit of Bitter,"['ABV: 3.94%', 'IBU: 34.2', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/bit-of-bitter/,Ale
760,AMBER ALE,Albanach Láidir,"['ABV: 8.14%', 'IBU: 22', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/albanach-laidir/,Ale
761,AMBER ALE,West Coast Blaster,"['ABV: 6.83%', 'IBU: 66', 'SRM: 16']",https://www.homebrewersassociation.org/homebrew-recipe/west-coast-blaster/,Ale
762,BROWN ALE,Nick’s Northern English Brown Ale,"['ABV: 4.99%', 'IBU: 27', 'SRM: 18.2']",https://www.homebrewersassociation.org/homebrew-recipe/nicks-northern-english-brown-ale/,Ale
763,AMERICAN PORTER,Brown Bag Brown Porter,"['ABV: 3.94%', 'IBU: 28.3', 'SRM: 20']",https://www.homebrewersassociation.org/homebrew-recipe/brown-bag-brown-porter-2/,Ale
764,IMPERIAL STOUT,Chernaya Polnoch RIS,"['ABV: 8.53%', 'IBU: 60', 'SRM: 30']",https://www.homebrewersassociation.org/homebrew-recipe/chernaya-polnoch-ris/,Ale
765,AMERICAN IPA,Hop-Fu,"['ABV: 6.69%', 'IBU: 120', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/hop-fu/,Ale
766,BELGIAN ALE,Endless Mountains Sour Summer Ale,"['IBU: 19', 'SRM: 19', 'OG: 1.083']",https://www.homebrewersassociation.org/homebrew-recipe/endless-mountains-sour-summer-ale/,Ale
767,BERLINER WEISSE,Weisse Not?,"['ABV: 3.28%', 'IBU: 5.9', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/weisse-not/,Ale
768,HISTORICAL BEER,Poor Richard’s Ale,"['ABV: 6.50%', 'IBU: 26.9', 'SRM: 18.8']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-poor-richards-ale/,Ale
769,FOREIGN / TROPICAL STOUT,Caribbean Stout,['OG: 1.07'],https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-caribbean-stout/,Ale
770,PORTER,Smoked Robust Porter,"['ABV: 6.50%', 'IBU: 35']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-smoked-robust-porter/,Ale
771,BELGIAN ALE,So Very Cherry White,"['ABV: 3.80%', 'IBU: 18']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-so-very-cherry-white/,Ale
772,AMERICAN IPA,Pliny the Toddler,"['ABV: 4.70%', 'IBU: 56', 'SRM: 3.7']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-pliny-the-toddler/,Ale
773,AMBER ALE,McZainasheff’s Wee,"['ABV: 9.70%', 'IBU: 28', 'SRM: 16']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-mczainasheffs-wee/,Ale
774,OLD ALE,Dragon’s Milk October Beer,"['ABV: 7.3 to 8.4%', 'IBU: 74']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-dragons-milk-october-beer/,Ale
775,PUMPKIN BEER,Ray Spangler’s Pumpkin Spice Beer,"['ABV: 8.80%', 'IBU: 27', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-ray-spanglers-pumpkin-spice-beer/,Ale
776,FRUIT BEER,Dark Night Tangerine Porter,"['ABV: 6.30%', 'IBU: 31', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-dark-night-tangerine-porter/,Ale
777,BELGIAN ALE,Belgian Golden Strong Ale,"['ABV: 9.40%', 'IBU: 29', 'FG: 1.007']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-belgian-golden-strong-ale/,Ale
778,IMPERIAL / DOUBLE IPA,Griffin Spit IPA,"['IBU: 190.3', 'SRM: 10', 'OG: 1.073']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-griffin-spit-ipa/,Ale
779,AMBER LAGER,Munich Madness,"['ABV: 4.60%', 'IBU: 29', 'SRM: 9.8']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-munich-madness/,Ale
780,BROWN ALE,Carla’s Oat Brown Ale,"['ABV: 4.40%', 'IBU: 37', 'SRM: 10']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-carlas-oat-brown-ale/,Ale
781,BELGIAN ALE,Dubbel Trouble,"['ABV: 7.20%', 'IBU: 27', 'SRM: 15']",https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-dubbel-trouble/,Ale
782,CREAM ALE,$12 Cream Ale,"['ABV: 5.12%', 'IBU: 20.7', 'SRM: 3.6']",https://www.homebrewersassociation.org/homebrew-recipe/12-cream-ale/,Ale
783,ALTBIER,Daily Bread German Ale,"['ABV: 5.38%', 'OG: 1.051', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/daily-bread-german-ale/,Ale
784,ENGLISH PALE ALE,ESB,"['ABV: 4.73%', 'IBU: 37', 'FG: 1.014']",https://www.homebrewersassociation.org/homebrew-recipe/esb/,Ale
785,AMBER ALE,Brown-Eyed Woman,"['ABV: 3.54%', 'IBU: 16', 'FG: 1.013']",https://www.homebrewersassociation.org/homebrew-recipe/brown-eyed-woman/,Ale
786,AMBER ALE,Amber Waves of Grain,"['ABV: 6.30%', 'IBU: 19', 'SRM: 17']",https://www.homebrewersassociation.org/homebrew-recipe/amber-waves-of-grain/,Ale
787,BROWN ALE,Northern English Brown Ale,"['ABV: 4.99%', 'OG: 1.056', 'FG: 1.018']",https://www.homebrewersassociation.org/homebrew-recipe/northern-english-brown-ale/,Ale
788,BALTIC PORTER,Dreaded Robust Porter,"['ABV: 7.48%', 'IBU: 37', 'SRM: 35.6']",https://www.homebrewersassociation.org/homebrew-recipe/dreaded-robust-porter/,Ale
789,IMPERIAL STOUT,Badenov Russian Imperial Stout,"['ABV: 10.50%', 'OG: 1.12', 'FG: 1.04']",https://www.homebrewersassociation.org/homebrew-recipe/badenov-russian-imperial-stout/,Ale
790,AMERICAN IPA,Tsunami IPA,"['ABV: 8.14%', 'OG: 1.076', 'FG: 1.014']",https://www.homebrewersassociation.org/homebrew-recipe/tsunami-ipa/,Ale
791,ROGGENBIER,Roggen (2011),"['ABV: 5.38%', 'IBU: 18.4', 'SRM: 14.5']",https://www.homebrewersassociation.org/homebrew-recipe/roggen-2/,Ale
792,BELGIAN ALE,Shane’s Witbier,"['ABV: 6.30%', 'IBU: 18', 'SRM: 15']",https://www.homebrewersassociation.org/homebrew-recipe/shanes-witbier/,Ale
793,GUEUZE,You Snooze You Gueuze,['OG: 1.055'],https://www.homebrewersassociation.org/homebrew-recipe/you-snooze-you-gueuze/,Ale
794,BELGIAN ALE,Chimayo Azul,"['ABV: 9.06%', 'IBU: 38', 'SRM: 13']",https://www.homebrewersassociation.org/homebrew-recipe/chimayo-azul/,Ale
795,BARLEYWINE,Neural Rust,"['ABV: 11.68%', 'IBU: 96', 'SRM: 19']",https://www.homebrewersassociation.org/homebrew-recipe/neural-rust/,Ale
796,AMERICAN PALE ALE,Hop Fruity,"['ABV: 8.53%', 'IBU: 100', 'SRM: 30']",https://www.homebrewersassociation.org/homebrew-recipe/hop-fruity/,Ale
797,SPICE & HERB BEER,Stef’s Olive Beer,"['ABV: 4.20%', 'IBU: 12', 'SRM: 2.8']",https://www.homebrewersassociation.org/homebrew-recipe/stefs-olive-beer/,Ale
798,BARLEYWINE,Urban UFO,"['ABV: 14.04%', 'IBU: 53.5', 'SRM: 16.2']",https://www.homebrewersassociation.org/homebrew-recipe/urban-ufo-2/,Ale
799,ENGLISH PALE ALE,English Pale Ale,"['ABV: 5.40%', 'IBU: 38', 'FG: 1.015']",https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-english-pale-ale/,Ale
800,AMERICAN WHEAT,Passionfruit-Mango Wildfire Wheat,"['ABV: 5.25%', 'IBU: 17', 'FG: 1.008']",https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-passionfruit-mango-wildfire-wheat/,Ale
